ID	TCGA-D5-6534-01A	TCGA-AZ-5403-01A	TCGA-CM-6679-01A	TCGA-DT-5265-01A	TCGA-F4-6805-01A	TCGA-QG-A5YX-01A	TCGA-G4-6586-01A	TCGA-D5-6541-01A	TCGA-DM-A1D4-01A	TCGA-CM-5860-01A	TCGA-T9-A92H-01A	TCGA-CM-4752-01A	TCGA-DY-A0XA-01A	TCGA-AY-6197-01A	TCGA-EI-6882-01A	TCGA-AZ-6601-01A	TCGA-EI-6507-01A	TCGA-DC-6682-01A	TCGA-CL-5918-01A	TCGA-G4-6295-01A	TCGA-DM-A1DB-01A	TCGA-G4-6626-01A	TCGA-AF-A56K-01A	TCGA-D5-6924-01A	TCGA-F5-6465-01A	TCGA-F5-6811-01A	TCGA-EI-6883-01A	TCGA-EI-6506-01A	TCGA-EI-6514-01A	TCGA-AG-4022-01A	TCGA-A6-3810-01A	TCGA-A6-6782-01A	TCGA-DY-A1DC-01A	TCGA-CA-5797-01A	TCGA-CM-6169-01A	TCGA-AG-3592-01A	TCGA-G4-6625-01A	TCGA-NH-A8F7-01A	TCGA-A6-2675-01A	TCGA-AU-3779-01A	TCGA-AF-A56N-01A	TCGA-AA-3496-01A	TCGA-AA-3697-01A	TCGA-CA-6719-01A	TCGA-CA-5256-01A	TCGA-CM-6165-01A
LINC00534	0	0	8.21683359	0	0	11.94476178	10.04999773	0	0	0	0	0	0	0	0	0	0	8.767185724	0	0	0	0	0	0	0	0	0	9.16091484	0	0	9.269065125	0	8.670741138	0	0	0	0	10.85054502	0	0	0	9.306179566	0	0	0	0
DGKQ	18.55791409	17.27999866	17.72128806	18.71021139	17.45202929	18.46783759	19.18919667	17.92318959	18.74370113	17.46734824	18.00231728	17.29769419	17.42981494	18.69113705	18.38830521	17.61911554	18.23266846	16.51722458	18.27827315	17.11805748	17.53670065	16.93232415	17.74496134	17.57935647	18.69895972	17.84371241	18.79287083	18.56488718	17.59379975	18.39907949	17.80559146	18.51331727	17.88129692	17.00113842	17.26756076	17.80363883	18.13255916	18.54891016	18.77698975	17.14543786	18.057377	18.77023644	17.67615706	17.40634509	15.43513346	18.4338506
AC003988.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.87457286	0	0	0	0	0	0	0	0	0	0	0
KIAA1715	16.08305851	16.67720843	16.58786286	16.81705951	16.39338028	17.73337657	16.74016122	16.56896827	17.1518043	16.96488462	16.62389013	16.55302741	17.18816279	16.70773327	17.11960251	16.506631	16.66825737	17.30350346	16.90539779	16.46373421	16.59418072	16.11222087	16.76273969	16.14221626	16.89057705	17.03242413	16.60472935	16.70434591	17.16402552	16.73652055	17.36189587	16.70829226	16.25827833	16.17246572	16.59404976	16.50706954	16.43661606	16.95935965	16.68577882	16.80230745	16.80626863	17.03156741	16.58663037	16.02462412	17.38178999	17.47270482
RP11-632L2.2	12.68740371	11.83004225	11.15209807	11.53043443	11.29655712	9.301209546	9.405290564	11.64814459	9.258921447	12.13952752	10.34218316	0	9.548535696	0	0	10.8554486	10.90596367	10.70422334	10.6932331	0	9.720007081	0	10.92760068	12.93765789	11.41880109	12.24165745	9.255659776	9.100510449	10.99990491	11.64327953	11.79158206	10.89947062	10.60760921	10.77124434	12.5854403	9.941565961	10.97579665	0	11.22822959	11.19226347	11.54648102	10.24457614	0	11.01878221	0	10.53865554
HMGCS2	19.47530454	21.07554037	21.10785178	17.57375713	18.2050874	20.47958011	18.77757679	22.44714556	20.32252882	19.00729717	22.18578137	20.38542178	17.89391256	15.12514618	17.50614374	16.61458543	11.45617313	15.78130894	16.90192522	15.22445578	20.83214901	18.1808026	16.88458746	20.4684196	22.62380569	20.09860287	18.17007276	19.60697303	20.16343892	19.37032427	16.44738037	21.59756071	18.47086959	19.60713737	20.52030334	19.69481323	17.87536819	17.75121663	21.00674516	14.76451442	17.41612697	16.26755848	19.9320748	20.80574544	20.81983889	22.10367934
RP11-26H16.1	12.53463342	13.75590684	12.28436071	12.88513727	12.58082955	13.93412092	13.2728802	13.3109592	11.80461304	13.8244557	13.3482863	12.85582417	15.92716603	13.41507578	12.60753459	12.62493554	12.67546955	14.64337714	13.94053797	13.55704513	12.96656038	13.52079907	13.9770946	13.2926177	12.45160344	13.44121093	13.12303249	12.45313714	13.96197316	14.19055059	14.51553951	13.94895171	13.61387598	12.31834613	14.45484288	12.80987212	12.52297026	12.6001629	12.19061925	13.15448752	13.09380865	12.598619	13.87494709	13.56585068	13.25923999	12.89287493
CTC-505O3.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-304L19.12	8.19662948	0	9.942851369	11.05751014	9.917471886	0	9.609967098	0	11.04716747	0	8.549884311	0	9.753238869	9.489303222	8.945617627	9.47669188	9.527164044	8.911316208	9.898831851	0	11.50871146	0	10.13310342	10.1437082	0	9.640771303	8.462352099	0	0	10.1121253	9.246700954	0	8.814849806	0	0	9.731716756	9.596940138	8.675813411	0	0	11.23698164	9.450408416	9.075409526	0	0	0
KMT2E	18.21082798	17.87781584	18.54733464	17.80031875	17.64085699	18.37102054	16.8387725	17.89840202	18.16543675	17.57277339	17.41747265	17.30974046	17.93163192	17.6146009	17.85562264	17.20180598	17.65968353	17.42057192	17.98401193	18.3172869	17.8238247	18.04232823	18.22693389	17.78444798	17.56595884	18.21329223	17.73468691	17.92968083	18.57747215	18.33358536	18.0020986	17.78336449	18.39847095	17.3425252	18.36248268	18.07829705	17.6711691	18.33805531	17.89578514	17.47364469	17.33838707	18.91113369	18.01670148	18.20738154	17.24557172	18.32747951
HMGN1P3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C15orf54	9.186897717	9.707119822	8.032730488	7.414176721	0	0	8.283545624	7.944348456	9.13488009	9.280311047	7.226484048	0	7.430740827	8.746408728	8.617155963	9.732113916	9.782597391	9.58099012	8.571904519	9.013352674	9.403529019	0	10.38864572	9.400319923	6.983538486	7.318816191	0	6.985060337	7.299173998	9.199103816	12.6904421	8.194432902	7.490476162	7.071965644	10.047279	8.819042813	0	9.345289595	0	7.490476162	9.423847463	7.12947389	7.750237614	8.896863326	0	9.001212824
ASAP3	16.8699395	15.57272244	15.81860759	16.27909901	15.79420681	16.67050618	14.28987113	16.1874743	14.75782348	15.40173305	14.89108485	15.76030766	14.7538447	16.0238789	16.56448225	15.01888489	15.48540109	15.82224108	14.35552472	13.99600227	15.01915101	14.15238917	15.31237426	16.24347568	16.76648839	16.12703098	16.97561931	15.99656943	15.36504003	15.62691195	15.63357045	15.98890847	16.15448915	15.56443687	15.37922786	14.40484545	15.78374094	14.58329836	16.35723678	15.82490676	15.29516873	15.84895428	14.66181857	14.95674411	15.230614	16.15369527
C6orf141	17.60551503	16.05699325	16.17821575	15.63177032	15.54779276	15.55828736	16.62354902	14.79260984	16.26728518	15.77603757	16.59589279	14.47236437	15.22327913	15.5326296	14.71313096	15.25606213	14.09514547	16.07993133	14.7428625	15.70125318	14.02662801	15.31302177	16.5222413	13.00885599	16.65666935	14.96843057	11.00327954	15.42785386	12.7826312	15.40751571	13.57566556	14.49414383	16.28671853	16.21751141	14.36008809	15.14415672	14.63587897	13.05327289	15.96399046	14.27660137	15.51475343	12.85793009	16.42442462	16.04040547	13.17708951	11.72796214
PDK1	14.29459607	15.21581089	14.31018768	14.91677475	15.09128604	15.58496877	15.81188268	14.9664204	15.69241931	14.13375205	15.61124533	14.11315265	15.1683844	15.84306009	16.01937876	15.12692273	15.99119614	15.02493707	14.97754743	16.05815558	14.68463149	14.83418589	14.63932875	15.34217172	15.09192435	14.32393396	13.6916037	15.03769134	14.036061	14.77484748	15.31308966	14.72491672	15.12922403	14.40972086	15.14158839	14.51815418	15.16097575	14.66571492	14.30287533	14.68461914	15.20129488	15.21298583	15.72024622	14.63895374	15.83128861	15.31354451
LSM1P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5S_rRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCT6P1	15.69751448	16.05634488	16.58778152	16.54203799	15.44433795	15.00970672	15.85316356	15.49218033	16.9004748	16.69416874	15.73558051	16.13160006	16.62182638	15.81819975	15.71720232	15.61384518	15.58923019	15.86838334	16.1826226	16.02012075	17.08241489	16.01101486	16.97085651	16.07740476	15.54635394	16.1044497	16.50675201	15.92848489	16.00050329	16.69402302	15.56774382	15.84961565	15.83656097	16.03681799	15.64714104	16.20906899	15.65909735	16.40371618	15.57420592	15.39486435	16.24076729	16.00985983	16.70878637	16.13819518	16.0033828	15.64347518
ATP8B2	17.43341293	15.04482813	16.28313659	15.93358385	16.64014418	13.41527747	13.99154285	16.02676005	13.22609836	15.9412627	13.90122489	14.75957136	14.01250409	14.94159676	14.9332276	15.54550772	16.15118207	13.78832064	13.63586273	15.06064736	13.69634922	13.58730354	16.14298458	16.60466657	16.52829527	15.90893918	14.48147811	15.31341694	15.22735523	15.69889304	16.06750715	16.26261331	15.03241596	15.21994049	16.61143427	15.10966162	16.19361474	13.54435536	16.36057819	15.52585521	15.51369404	15.92507408	14.76230465	16.14976109	13.47846449	15.69786091
AC008173.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.67331166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPS27P22	10.53835071	11.05902923	0	0	0	0	0	0	0	11.36846044	0	0	0	0	0	0	0	0	0	0	0	10.93943868	0	0	0	0	0	10.64941345	0	0	0	10.86516134	0	0	0	10.49173544	0	0	0	0	0	0	0	0	0	0
RNU1-21P	0	0	0	0	0	13.73575099	0	13.17768444	0	0	13.04100125	0	0	0	11.85291661	0	0	13.81825444	0	0	10.83388226	0	0	0	0	13.13392383	11.36863959	11.21328389	0	0	12.32129068	11.42907217	0	11.30082432	0	11.0555723	0	18.07397757	0	0	0	16.40259345	0	0	0	0
RPL24P7	11.62735849	12.14819284	10.79243478	11.7554836	11.9365087	9.94054695	10.04468504	9.704619675	11.48218871	12.04274125	0	13.36331609	11.77214004	0	0	11.91023922	11.54585133	12.92866303	12.65467048	0	10.94414748	10.02960688	0	10.57857486	9.738193292	10.0754994	9.894970878	9.739725463	11.0550731	0	14.81390084	0	11.83219964	9.827202285	11.22596511	11.16584581	0	0	10.28398034	11.24743496	10.86500141	9.885070112	12.09322429	0	14.67358828	10.1790874
LMLN-AS1	0	0	0	0	0	9.682053565	0	0	0	0	0	0	0	10.66460062	0	10.65197944	9.70335596	0	0	9.932701055	9.102298022	0	11.30880394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.02542586	0	9.607296695	0	0	0	0	0
TCEB1P29	0	0	10.23248375	0	0	0	0	0	12.65853601	0	11.42141752	0	11.6268842	0	0	0	11.98538751	0	0	0	0	0	0	0	0	0	0	0	0	10.40178722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.79147144	0
AF186996.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBXL22	13.65336862	13.21810202	13.74990859	15.27741435	14.84706658	12.98763625	12.69137925	13.70698398	11.6016123	13.07630011	12.23344207	13.32150288	12.40047168	11.73425822	13.13692157	13.32338248	12.74596241	12.04828231	11.79634237	13.32341616	14.55232361	13.40738462	12.96350143	13.81053668	13.84911176	12.85970201	13.18299861	13.51033147	14.40717589	13.5501267	13.24832362	13.24344721	12.10913546	14.00959627	12.68899923	12.79389821	13.14294516	13.19908287	13.11986127	12.8948735	13.2259167	13.54586216	12.0358236	13.98424741	12.44331333	12.79674152
KLF4	18.8394512	17.93975812	17.46688701	17.4894005	18.56312529	19.414058	18.94047229	17.96689736	18.71456181	17.45060563	18.56448716	17.92296571	17.6526858	19.18388084	20.60808835	17.17909596	18.17956504	18.3610099	16.56659454	17.88004903	16.81424043	17.02699483	17.90703829	17.50921623	18.91862683	17.492845	18.38192715	19.95599319	16.14383616	18.72403858	16.659068	18.67433299	18.22095421	17.61991373	18.16860315	17.34118452	19.22981868	18.64340189	19.14317169	17.69446121	17.83050696	18.67502141	19.11291196	17.18354589	18.91044167	18.26792399
RP11-275F13.3	10.55187407	10.07322507	11.03824569	10.67995626	10.86092684	11.67088583	10.55325174	10.62781202	9.822326541	10.96713044	8.908244714	11.8725368	11.11142754	11.84689536	11.30246908	9.835454615	11.6922075	11.58992198	10.84227748	10.69984638	8.287088896	9.953691842	11.22859418	0	10.66140446	9.999582031	10.40349317	10.66293748	9.979834624	11.47053877	12.35561779	9.879452566	10.17210273	10.3357029	10.15064274	11.08989009	11.53973223	10.03286828	10.20805323	9.173352642	10.37428782	9.809162943	12.01725247	10.58319488	10.2767787	11.10250904
KIAA1614	13.57360566	11.70049573	12.48948965	13.05310604	12.76606889	11.17541551	10.97809171	12.298432	11.69035373	11.94287627	11.24450381	11.2638765	11.82423901	11.8057289	12.73138275	12.01791818	11.97635203	12.63289543	11.3003155	11.22196509	12.77334232	11.60257223	12.46738221	13.11900939	12.95872292	12.50106695	12.14303389	12.76173772	12.07031811	12.57761105	13.05117112	12.93762019	11.1128381	11.21665573	12.51476202	12.59607599	13.48656077	12.61550316	12.6110254	14.00264992	12.80685032	12.36888938	11.57078785	12.51205877	9.446429883	12.89527829
COX8C	0	0	0	11.52093281	11.11720322	0	0	9.470300501	9.663876946	0	0	0	0	0	0	10.67612187	9.727484543	0	10.09921	0	9.126411753	0	11.33295182	0	9.503867096	0	9.660613969	0	0	0	0	9.720995781	10.01361327	9.592858243	0	0	0	0	0	0	0	0	0	10.83944444	0	9.944682665
AC058791.1	12.75808035	12.56448507	12.07267287	12.9011749	11.76796373	11.2405691	14.39835665	14.07234782	14.11523564	11.44690433	13.48736322	12.95376234	13.17587159	13.72599483	11.67922212	13.11781193	14.70245481	12.2027117	13.45230172	12.67874768	14.68914919	14.43538516	14.57251494	11.35300865	13.98130414	12.58040643	13.60950242	12.40843095	12.70914199	14.27200917	15.34203237	12.08521152	13.14615458	12.643309	12.81596406	12.95933358	14.05614689	12.93907328	13.19530594	11.2363902	13.1652794	12.08093551	14.32547206	12.15876289	11.73092668	12.00960178
SNORD18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KRT33B	0	0	0	9.868310898	8.466961351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.010759599	7.855977946	0	0	0	8.070984994	0	0	0	0	0	0	0	8.362930451	0	0	0	0	0	0
BRWD1-AS2	12.0299526	13.42518044	12.93147658	13.51153196	11.75430095	12.0790823	13.32063381	12.2213742	14.26912643	0	13.44295691	13.64046647	13.17458874	12.06250144	11.78100265	12.31285311	12.77835428	11.48369013	12.73543539	12.91482606	14.7612097	14.46074247	12.88745037	12.39564158	12.4613922	13.8461987	12.95930617	12.55601933	11.67993227	12.10105669	13.16821884	13.3567525	12.23480846	13.92885068	13.04327628	13.6835098	13.09610972	12.24744768	12.6857469	12.64977113	13.54007247	13.02338767	12.49584906	11.69881301	12.97688156	12.80314194
RHOQP3	11.17244538	9.694534926	0	9.7167371	11.89647434	9.48600911	0	11.24840057	11.44215818	10.00376045	0	0	9.733378644	9.469447654	10.92354819	9.456836557	9.507307754	11.88881375	9.878969399	11.32045046	11.22590089	9.575036454	11.52746102	10.12384247	10.86715596	10.61999653	9.440450507	11.2835337	11.18489501	0	11.31084271	9.500820258	0	10.3716204	0	9.127754292	0	10.65329403	9.829327193	10.7925728	0	11.42898472	11.0535283	9.620033687	0	11.30829175
AC004911.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR1S1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HNRNPA1P13	0	0	8.707052652	0	9.265499369	9.852614566	0	0	0	0	0	0	10.10005533	8.837625471	0	0	9.873919835	10.84123983	10.830249	0	0	0	0	0	0	0	9.807041459	8.653599218	8.969251477	8.876106434	11.17708388	0	0	0	10.13861831	0	0	0	0	0	0	0	0	8.988100499	0	0
KCNA5	13.47491867	11.84235214	12.6234375	11.35016755	12.36746345	10.11988622	7.423900682	11.16313788	10.43984197	11.15215506	11.35393589	12.90544836	0	0	8.753390489	10.98317307	0	10.03897169	10.87536796	10.1483963	10.43209302	10.72316388	13.74663294	11.12036046	12.19642947	11.14739375	10.26678243	10.81143592	11.88636377	12.54290875	11.77174741	12.41379316	11.86731127	11.95302081	12.7676507	11.47647971	12.04662813	11.38706566	11.46284498	12.47723159	11.48481477	10.42667328	11.8804704	10.61628185	11.30929223	10.87269631
EEF1A1P14	12.4165862	12.13026181	12.09594378	12.65489282	12.44897833	12.2433687	11.61080733	12.62378269	11.9946176	13.37823671	12.07910414	12.93039149	13.16898664	11.7794379	12.94509788	13.11448443	13.44510091	13.95016248	13.1892072	12.04688104	11.66289063	11.59571965	11.37969845	12.78229334	12.52616759	13.27876432	12.09824129	13.2227533	12.84401103	13.05876877	13.63707627	12.5991723	12.34466102	12.47089741	14.01486974	12.14760072	11.42790097	11.5050791	11.85024101	12.22920692	12.43151633	12.3683818	12.49024733	12.27802926	13.65570985	11.16053783
RP11-233E12.2	7.850130447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.797838414	0	0	0	0	0	0	8.899509146	0	0	0	9.444396939	0	0	0	0	0	0	0	0	0	0	0
RP11-73M14.1	0	0	0	0	0	0	10.26423294	9.924116277	0	0	10.20219453	0	0	0	0	0	10.18139007	0	0	0	9.580079556	10.24915275	12.52396839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-100M12.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Y_RNA	0	12.32766671	0	0	0	12.11891349	0	0	0	0	0	0	0	0	0	0	0	0	12.51227665	0	0	0	0	0	0	0	0	11.91792099	0	0	0	0	0	0	0	0	0	0	12.4625894	0	0	0	0	0	0	0
RP11-505K9.4	10.33386283	9.980676635	11.56207085	9.740130379	0	10.64582098	10.09840057	9.53620711	9.729794975	9.705576227	11.22824054	9.611435289	7.441499195	11.33938579	10.79503523	11.24433257	8.795030882	9.177382472	10.74969235	9.760009439	11.51224771	10.73491493	10.0371936	10.14724254	8.985762178	9.644304341	10.31092656	9.571307745	9.624562363	10.79324377	11.22786161	10.37133492	9.816780646	9.074701893	11.6421497	11.28667503	11.44712713	10.81412389	10.11549688	10.49425255	9.919483671	9.132526918	11.07693826	9.643425052	0	9.012012638
CTD-3222D19.12	13.21706293	12.60061277	13.88576795	14.47066972	12.48200769	13.33282969	14.13745006	13.83356588	14.87534413	13.26623252	14.05674899	13.56426502	14.90235202	13.5126258	13.23108093	13.64936327	13.01715708	13.7961224	14.38916269	13.61348021	14.57655184	14.26321339	14.32993261	13.34061583	12.90289278	13.78980351	14.83143662	14.05456579	12.95068928	13.60271277	14.12540352	14.42083634	13.54746433	12.27840919	13.28208434	14.56887299	14.16093092	14.77416196	13.84645748	14.82372481	13.45436522	14.5124336	14.44592855	12.9265101	13.61980052	13.34418251
RP11-692M12.5	0	0	11.89426821	11.27295495	0	0	0	10.80596378	0	11.56018266	11.0841612	12.4657023	12.87418772	12.02510757	0	0	12.64786158	12.4460421	0	0	11.46123237	11.13113738	11.08498677	11.68033883	0	0	10.99642922	10.84109178	0	0	12.53384353	11.0568552	0	0	0	0	0	0	0	0	10.96721652	0	13.19531595	0	0	0
RP11-78J21.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01001	12.19394428	10.07209356	12.94350071	9.901845306	11.798023	10.67019637	10.96691719	12.29847917	11.34371674	10.38139652	11.29699714	11.60844715	12.72456577	12.54605206	11.20826567	9.419812475	12.71638837	10.43735905	11.42584587	10.81412494	11.98212668	12.12135255	12.57759356	11.40793051	12.70399119	11.38989463	10.51775666	11.05391099	12.29948696	11.8843169	11.76550251	11.46226144	10.97778965	11.74891025	12.60790318	11.71301615	11.1237242	12.38817908	12.49135328	12.4553783	11.5949268	13.68917363	10.75357332	10.69746787	10.59734236	11.27122904
RP11-49I11.4	13.44718209	13.48272471	13.89197446	15.2273311	13.36411052	14.47549894	15.9387801	12.88580088	15.71689913	13.79226217	15.38637518	13.37611049	13.00709078	14.97972771	16.14559045	14.01021022	15.06070688	15.21433003	13.34545285	16.03571304	13.07185544	14.43340419	13.57993036	13.17554517	13.65630103	14.40895176	13.07634246	14.75088498	13.2372649	13.14393748	13.9756799	13.77416328	13.8446976	14.64582007	13.82322032	14.59310921	13.95005211	14.3682715	13.88067648	14.71912214	14.52094082	14.48136478	15.16462265	13.78661876	12.36467416	13.89117273
RP11-73K9.3	11.58861742	13.98367966	13.48995862	14.13143067	13.53493857	14.01588887	14.00465277	13.40123511	15.13102703	13.64118863	12.67966049	12.73967415	14.14809098	11.2993499	14.45467543	13.45620173	14.65867411	14.30483328	14.51621913	12.88840833	11.32026338	13.86403835	13.81786997	0	12.11311279	13.45057462	14.72922356	12.43650944	13.43080955	11.33789894	14.12962477	13.78972728	13.79315207	13.37195837	13.60176274	13.12662557	12.72869942	12.48401603	13.46658911	12.6233541	13.82557355	10.26100381	13.20629634	12.03487171	14.31292238	12.13940878
RNU1-109P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.98286048	0	0	0	0	0	0	0	0	0	12.47031882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-3B7.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.11395459	0	11.69674529	0	0	0	0	11.76454507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.76659328	0	0	0	11.6005967	0	0	0	0	0
LINC00596	0	0	8.746446194	0	0	0	0	0	10.43418942	0	0	0	0	0	0	0	0	0	0	0	8.314453526	0	8.93646407	0	0	0	0	0	0	0	10.38387431	0	9.20075723	0	0	0	0	0	0	0	0	0	0	9.027510541	0	0
AC018867.1	13.28048963	12.80151931	0	13.82364551	0	12.59275385	12.696978	0	13.55028432	13.11104208	12.63489755	0	12.84040396	14.16097683	15.03137276	0	15.78379903	0	0	14.84349725	13.01206944	12.68188776	15.95744743	14.81608588	0	0	0	12.39174778	0	12.61472975	15.49984305	12.60758319	0	0	13.87890068	12.23399698	12.68393625	13.76102632	0	12.90047236	14.1027144	12.53722857	14.16145255	13.72683	0	12.83148264
RNU6-34P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC073333.1	0	0	0	0	0	0	10.29418798	0	0	12.29240695	0	0	0	10.1734632	0	10.16084519	0	0	0	0	0	10.27910753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-78F17.3	0	0	0	0	0	0	0	0	0	0	0	0	9.244328657	8.980535115	9.435155922	0	0	9.400834203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-219C24.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-1053P	11.79246492	12.31331422	15.12674219	13.33539911	14.5163954	14.10431572	14.79348754	15.03801329	15.06191975	12.62282128	14.14646379	13.52845704	13.35205874	14.40964347	14.86501964	13.66009405	14.44755464	15.093675	12.49792382	12.35543703	14.10865248	13.77844689	14.73222569	13.74289212	13.9017531	13.23946668	12.05894872	15.36265867	13.21970188	14.93361425	14.48749026	14.92646678	0	11.99112345	13.39065277	15.0673811	15.00282937	14.85764701	15.03298402	13.99704792	14.61440343	14.04878448	15.25808665	13.82349912	13.51688382	14.34306763
LOC100421166	10.53118983	0	0	0	0	0	0	8.288893972	0	0	0	9.946026601	8.771454314	0	9.960720028	8.495252037	0	8.927864847	0	0	0	0	8.567246977	0	0	0	9.476864987	8.323930348	0	8.546305781	11.42827736	8.539177249	0	0	9.808356695	8.166668754	8.615342271	0	0	0	0	8.4690049	0	0	0	0
RNU6-1206P	11.76418393	0	0	12.30725517	0	0	0	0	0	0	0	0	0	13.05952904	0	12.04707201	12.09760215	0	12.46963972	0	11.49581891	12.16540677	14.11900223	0	11.87375428	12.21133271	12.03066637	0	0	13.09808873	0	0	0	0	0	0	12.16745512	0	12.41995273	0	0	12.02075754	0	0	0	0
MOCOS	14.37271789	16.06701167	14.96403922	16.24398978	15.07350845	15.7400177	16.26951615	15.19722911	15.99207589	16.35229301	16.16225142	15.70934615	15.29123512	16.72528509	17.04801115	16.60430754	16.27553755	15.81925579	15.46987644	16.48141878	15.17055987	15.64635376	15.23852898	15.9135262	15.0826847	15.3629337	14.77605195	15.16625209	15.46802972	15.15920743	16.08716485	15.70355732	13.95336695	15.8217605	15.42633756	16.33471988	15.40180369	16.87441369	15.57690377	16.33149852	15.95042238	14.79408664	16.33658951	14.42459388	15.28615023	14.90411445
MRPS36P1	11.18879295	0	0	0	0	12.50059942	11.60505408	10.26533472	11.45850695	12.60390344	10.54346785	12.92463714	0	0	10.93989443	12.4713908	10.52265965	0	11.8941701	0	9.921213674	0	0	0	0	10.63634081	10.45575482	10.3004539	10.61658646	10.52331046	13.98157535	12.83730741	11.80851609	0	0	0	0	10.66963854	0	0	10.4265487	10.44585069	11.06987526	0	15.372343	0
AC005255.3	15.01735372	15.73994303	14.44512802	15.48654244	15.41969074	16.00757968	14.28179565	16.05679277	15.66566903	15.84786907	16.09412295	13.43178948	15.16217468	15.31293661	15.53386043	15.62222887	16.02890753	15.11247566	14.57098264	14.58047266	13.88645918	16.14111977	15.37249627	15.73360018	15.7119003	15.95001918	15.35428641	15.33011377	15.12291506	15.35149981	15.83824788	15.48185266	15.12271652	14.80103413	15.61579924	15.34920925	15.0987956	14.76097436	13.67334099	15.31535654	15.79071384	14.85896248	15.27688737	13.94920722	12.42034794	14.83133418
C7orf69	10.79287157	9.315297104	10.95750255	0	0	0	0	10.86881711	0	11.9448866	9.14892787	12.52857913	0	9.090298325	9.544975798	10.07635697	9.128142558	9.510650396	0	9.357362894	10.10987696	9.195843892	10.14848184	9.744469751	11.48712401	9.241702577	10.05996272	0	0	10.12750352	10.93125169	10.70489262	0	9.992186245	11.39105572	8.748768658	9.197889199	0	11.03362936	10.41305568	10.61526594	10.05006083	0	11.23903411	0	11.66537054
