pathway	sample	count
KEGG_DNA_REPLICATION	PGM8	0
KEGG_DNA_REPLICATION	PGM9	0
KEGG_SPLICEOSOME	PGM10	0
KEGG_SPLICEOSOME	PGM11	0
KEGG_SPLICEOSOME	PGM12	0
KEGG_SPLICEOSOME	PGM13	0
KEGG_SPLICEOSOME	PGM14	1
KEGG_SPLICEOSOME	PGM15	1
KEGG_SPLICEOSOME	PGM16	0
KEGG_SPLICEOSOME	PGM17	0
KEGG_SPLICEOSOME	PGM18	1
KEGG_SPLICEOSOME	PGM19	0
KEGG_SPLICEOSOME	PGM1	0
KEGG_SPLICEOSOME	PGM20	0
KEGG_SPLICEOSOME	PGM21	0
KEGG_SPLICEOSOME	PGM22	0
KEGG_SPLICEOSOME	PGM23	0
KEGG_SPLICEOSOME	PGM24	1
KEGG_SPLICEOSOME	PGM25	0
KEGG_SPLICEOSOME	PGM26	0
KEGG_SPLICEOSOME	PGM27	0
KEGG_SPLICEOSOME	PGM28	0
KEGG_SPLICEOSOME	PGM29	0
KEGG_SPLICEOSOME	PGM2	0
KEGG_SPLICEOSOME	PGM30	0
KEGG_SPLICEOSOME	PGM31	3
KEGG_SPLICEOSOME	PGM32	0
KEGG_SPLICEOSOME	PGM33	9
KEGG_SPLICEOSOME	PGM34	0
KEGG_SPLICEOSOME	PGM35	0
KEGG_SPLICEOSOME	PGM36	0
KEGG_SPLICEOSOME	PGM37	0
KEGG_SPLICEOSOME	PGM38	0
KEGG_SPLICEOSOME	PGM39	0
KEGG_SPLICEOSOME	PGM3	1
KEGG_SPLICEOSOME	PGM40	0
KEGG_SPLICEOSOME	PGM41	0
KEGG_SPLICEOSOME	PGM42	0
KEGG_SPLICEOSOME	PGM43	0
KEGG_SPLICEOSOME	PGM44	0
KEGG_SPLICEOSOME	PGM45	0
KEGG_SPLICEOSOME	PGM46	0
KEGG_SPLICEOSOME	PGM47	1
KEGG_SPLICEOSOME	PGM48	3
KEGG_SPLICEOSOME	PGM49	0
KEGG_SPLICEOSOME	PGM4	1
KEGG_SPLICEOSOME	PGM50	0
KEGG_SPLICEOSOME	PGM51	2
KEGG_SPLICEOSOME	PGM52	2
KEGG_SPLICEOSOME	PGM53	1
KEGG_SPLICEOSOME	PGM54	1
KEGG_SPLICEOSOME	PGM55	0
KEGG_SPLICEOSOME	PGM56	0
KEGG_SPLICEOSOME	PGM57	0
KEGG_SPLICEOSOME	PGM58	0
KEGG_SPLICEOSOME	PGM59	0
KEGG_SPLICEOSOME	PGM5	0
KEGG_SPLICEOSOME	PGM60	0
KEGG_SPLICEOSOME	PGM61	1
KEGG_SPLICEOSOME	PGM62	0
KEGG_SPLICEOSOME	PGM63	2
KEGG_SPLICEOSOME	PGM64	1
KEGG_SPLICEOSOME	PGM65	4
KEGG_SPLICEOSOME	PGM66	0
KEGG_SPLICEOSOME	PGM67	2
KEGG_SPLICEOSOME	PGM68	0
KEGG_SPLICEOSOME	PGM69	0
KEGG_SPLICEOSOME	PGM6	0
KEGG_SPLICEOSOME	PGM70	0
KEGG_SPLICEOSOME	PGM71	0
KEGG_SPLICEOSOME	PGM72	0
KEGG_SPLICEOSOME	PGM73	0
KEGG_SPLICEOSOME	PGM74	0
KEGG_SPLICEOSOME	PGM75	1
KEGG_SPLICEOSOME	PGM76	0
KEGG_SPLICEOSOME	PGM77	2
KEGG_SPLICEOSOME	PGM78	1
KEGG_SPLICEOSOME	PGM7	1
KEGG_SPLICEOSOME	PGM8	0
KEGG_SPLICEOSOME	PGM9	0
KEGG_PROTEASOME	PGM10	0
KEGG_PROTEASOME	PGM11	0
KEGG_PROTEASOME	PGM12	0
KEGG_PROTEASOME	PGM13	0
KEGG_PROTEASOME	PGM14	0
KEGG_PROTEASOME	PGM15	0
KEGG_PROTEASOME	PGM16	0
KEGG_PROTEASOME	PGM17	0
KEGG_PROTEASOME	PGM18	0
KEGG_PROTEASOME	PGM19	0
KEGG_PROTEASOME	PGM1	0
KEGG_PROTEASOME	PGM20	0
KEGG_PROTEASOME	PGM21	0
KEGG_PROTEASOME	PGM22	0
KEGG_PROTEASOME	PGM23	2
KEGG_PROTEASOME	PGM24	1
KEGG_PROTEASOME	PGM25	1
KEGG_PROTEASOME	PGM26	1
KEGG_PROTEASOME	PGM27	0
KEGG_PROTEASOME	PGM28	1
KEGG_PROTEASOME	PGM29	0
KEGG_PROTEASOME	PGM2	0
KEGG_PROTEASOME	PGM30	0
KEGG_PROTEASOME	PGM31	0
KEGG_PROTEASOME	PGM32	1
KEGG_PROTEASOME	PGM33	1
KEGG_PROTEASOME	PGM34	0
KEGG_PROTEASOME	PGM35	0
KEGG_PROTEASOME	PGM36	1
KEGG_PROTEASOME	PGM37	0
KEGG_PROTEASOME	PGM38	0
KEGG_PROTEASOME	PGM39	0
KEGG_PROTEASOME	PGM3	0
KEGG_PROTEASOME	PGM40	0
KEGG_PROTEASOME	PGM41	0
KEGG_PROTEASOME	PGM42	1
KEGG_PROTEASOME	PGM43	0
KEGG_PROTEASOME	PGM44	0
KEGG_PROTEASOME	PGM45	0
KEGG_PROTEASOME	PGM46	0
KEGG_PROTEASOME	PGM47	0
KEGG_PROTEASOME	PGM48	1
KEGG_PROTEASOME	PGM49	0
KEGG_PROTEASOME	PGM4	1
KEGG_PROTEASOME	PGM50	0
KEGG_PROTEASOME	PGM51	0
KEGG_PROTEASOME	PGM52	0
KEGG_PROTEASOME	PGM53	1
KEGG_PROTEASOME	PGM54	0
KEGG_PROTEASOME	PGM55	0
KEGG_PROTEASOME	PGM56	0
KEGG_PROTEASOME	PGM57	0
KEGG_PROTEASOME	PGM58	0
KEGG_PROTEASOME	PGM59	0
KEGG_PROTEASOME	PGM5	0
KEGG_PROTEASOME	PGM60	0
KEGG_PROTEASOME	PGM61	0
KEGG_PROTEASOME	PGM62	0
KEGG_PROTEASOME	PGM63	2
KEGG_PROTEASOME	PGM64	0
KEGG_PROTEASOME	PGM65	3
KEGG_PROTEASOME	PGM66	1
KEGG_PROTEASOME	PGM67	0
KEGG_PROTEASOME	PGM68	0
KEGG_PROTEASOME	PGM69	0
KEGG_PROTEASOME	PGM6	0
KEGG_PROTEASOME	PGM70	0
KEGG_PROTEASOME	PGM71	0
KEGG_PROTEASOME	PGM72	0
KEGG_PROTEASOME	PGM73	0
KEGG_PROTEASOME	PGM74	0
KEGG_PROTEASOME	PGM75	0
KEGG_PROTEASOME	PGM76	0
KEGG_PROTEASOME	PGM77	0
KEGG_PROTEASOME	PGM78	1
KEGG_PROTEASOME	PGM7	0
KEGG_PROTEASOME	PGM8	0
KEGG_PROTEASOME	PGM9	0
KEGG_PROTEIN_EXPORT	PGM10	0
KEGG_PROTEIN_EXPORT	PGM11	0
KEGG_PROTEIN_EXPORT	PGM12	0
KEGG_PROTEIN_EXPORT	PGM13	0
KEGG_PROTEIN_EXPORT	PGM14	0
KEGG_PROTEIN_EXPORT	PGM15	0
KEGG_PROTEIN_EXPORT	PGM16	0
KEGG_PROTEIN_EXPORT	PGM17	0
KEGG_PROTEIN_EXPORT	PGM18	0
KEGG_PROTEIN_EXPORT	PGM19	0
KEGG_PROTEIN_EXPORT	PGM1	0
KEGG_PROTEIN_EXPORT	PGM20	0
KEGG_PROTEIN_EXPORT	PGM21	0
KEGG_PROTEIN_EXPORT	PGM22	0
KEGG_PROTEIN_EXPORT	PGM23	0
KEGG_PROTEIN_EXPORT	PGM24	0
KEGG_PROTEIN_EXPORT	PGM25	0
KEGG_PROTEIN_EXPORT	PGM26	0
KEGG_PROTEIN_EXPORT	PGM27	0
KEGG_PROTEIN_EXPORT	PGM28	0
KEGG_PROTEIN_EXPORT	PGM29	0
KEGG_PROTEIN_EXPORT	PGM2	0
KEGG_PROTEIN_EXPORT	PGM30	0
KEGG_PROTEIN_EXPORT	PGM31	1
KEGG_PROTEIN_EXPORT	PGM32	0
KEGG_PROTEIN_EXPORT	PGM33	1
KEGG_PROTEIN_EXPORT	PGM34	0
KEGG_PROTEIN_EXPORT	PGM35	0
KEGG_PROTEIN_EXPORT	PGM36	0
KEGG_PROTEIN_EXPORT	PGM37	0
KEGG_PROTEIN_EXPORT	PGM38	0
KEGG_PROTEIN_EXPORT	PGM39	0
KEGG_PROTEIN_EXPORT	PGM3	0
KEGG_PROTEIN_EXPORT	PGM40	0
KEGG_PROTEIN_EXPORT	PGM41	0
KEGG_PROTEIN_EXPORT	PGM42	0
KEGG_PROTEIN_EXPORT	PGM43	0
KEGG_PROTEIN_EXPORT	PGM44	0
KEGG_PROTEIN_EXPORT	PGM45	0
KEGG_PROTEIN_EXPORT	PGM46	0
KEGG_PROTEIN_EXPORT	PGM47	0
KEGG_PROTEIN_EXPORT	PGM48	0
KEGG_PROTEIN_EXPORT	PGM49	0
KEGG_PROTEIN_EXPORT	PGM4	0
KEGG_PROTEIN_EXPORT	PGM50	0
KEGG_PROTEIN_EXPORT	PGM51	0
KEGG_PROTEIN_EXPORT	PGM52	0
KEGG_PROTEIN_EXPORT	PGM53	0
KEGG_PROTEIN_EXPORT	PGM54	0
KEGG_PROTEIN_EXPORT	PGM55	0
KEGG_PROTEIN_EXPORT	PGM56	0
KEGG_PROTEIN_EXPORT	PGM57	0
KEGG_PROTEIN_EXPORT	PGM58	0
KEGG_PROTEIN_EXPORT	PGM59	0
KEGG_PROTEIN_EXPORT	PGM5	0
KEGG_PROTEIN_EXPORT	PGM60	0
KEGG_PROTEIN_EXPORT	PGM61	0
KEGG_PROTEIN_EXPORT	PGM62	0
KEGG_PROTEIN_EXPORT	PGM63	2
KEGG_PROTEIN_EXPORT	PGM64	0
KEGG_PROTEIN_EXPORT	PGM65	0
KEGG_PROTEIN_EXPORT	PGM66	0
KEGG_PROTEIN_EXPORT	PGM67	0
KEGG_PROTEIN_EXPORT	PGM68	0
KEGG_PROTEIN_EXPORT	PGM69	0
KEGG_PROTEIN_EXPORT	PGM6	0
KEGG_PROTEIN_EXPORT	PGM70	0
KEGG_PROTEIN_EXPORT	PGM71	1
KEGG_PROTEIN_EXPORT	PGM72	0
KEGG_PROTEIN_EXPORT	PGM73	0
KEGG_PROTEIN_EXPORT	PGM74	0
KEGG_PROTEIN_EXPORT	PGM75	0
KEGG_PROTEIN_EXPORT	PGM76	1
KEGG_PROTEIN_EXPORT	PGM77	0
KEGG_PROTEIN_EXPORT	PGM78	1
KEGG_PROTEIN_EXPORT	PGM7	0
KEGG_PROTEIN_EXPORT	PGM8	0
KEGG_PROTEIN_EXPORT	PGM9	0
KEGG_PPAR_SIGNALING_PATHWAY	PGM10	0
KEGG_PPAR_SIGNALING_PATHWAY	PGM11	0
KEGG_PPAR_SIGNALING_PATHWAY	PGM12	0
KEGG_PPAR_SIGNALING_PATHWAY	PGM13	0
KEGG_PPAR_SIGNALING_PATHWAY	PGM14	0
KEGG_PPAR_SIGNALING_PATHWAY	PGM15	0
KEGG_PPAR_SIGNALING_PATHWAY	PGM16	1
KEGG_PPAR_SIGNALING_PATHWAY	PGM17	0
KEGG_PPAR_SIGNALING_PATHWAY	PGM18	0
KEGG_PPAR_SIGNALING_PATHWAY	PGM19	0
KEGG_PPAR_SIGNALING_PATHWAY	PGM1	0
KEGG_PPAR_SIGNALING_PATHWAY	PGM20	0
KEGG_PPAR_SIGNALING_PATHWAY	PGM21	0
KEGG_PPAR_SIGNALING_PATHWAY	PGM22	0
KEGG_PPAR_SIGNALING_PATHWAY	PGM23	0
KEGG_PPAR_SIGNALING_PATHWAY	PGM24	0
KEGG_PPAR_SIGNALING_PATHWAY	PGM25	0
KEGG_PPAR_SIGNALING_PATHWAY	PGM26	0
KEGG_PPAR_SIGNALING_PATHWAY	PGM27	0
KEGG_PPAR_SIGNALING_PATHWAY	PGM28	0
KEGG_PPAR_SIGNALING_PATHWAY	PGM29	0
KEGG_PPAR_SIGNALING_PATHWAY	PGM2	0
KEGG_PPAR_SIGNALING_PATHWAY	PGM30	0
KEGG_PPAR_SIGNALING_PATHWAY	PGM31	0
KEGG_PPAR_SIGNALING_PATHWAY	PGM32	0
KEGG_PPAR_SIGNALING_PATHWAY	PGM33	0
KEGG_PPAR_SIGNALING_PATHWAY	PGM34	0
KEGG_PPAR_SIGNALING_PATHWAY	PGM35	0
KEGG_PPAR_SIGNALING_PATHWAY	PGM36	0
KEGG_PPAR_SIGNALING_PATHWAY	PGM37	0
KEGG_PPAR_SIGNALING_PATHWAY	PGM38	0
KEGG_PPAR_SIGNALING_PATHWAY	PGM39	0
KEGG_PPAR_SIGNALING_PATHWAY	PGM3	1
KEGG_PPAR_SIGNALING_PATHWAY	PGM40	0
KEGG_PPAR_SIGNALING_PATHWAY	PGM41	0
KEGG_PPAR_SIGNALING_PATHWAY	PGM42	0
KEGG_PPAR_SIGNALING_PATHWAY	PGM43	0
KEGG_PPAR_SIGNALING_PATHWAY	PGM44	0
KEGG_PPAR_SIGNALING_PATHWAY	PGM45	0
KEGG_PPAR_SIGNALING_PATHWAY	PGM46	0
KEGG_PPAR_SIGNALING_PATHWAY	PGM47	0
KEGG_PPAR_SIGNALING_PATHWAY	PGM48	1
KEGG_PPAR_SIGNALING_PATHWAY	PGM49	0
KEGG_PPAR_SIGNALING_PATHWAY	PGM4	0
KEGG_PPAR_SIGNALING_PATHWAY	PGM50	0
KEGG_PPAR_SIGNALING_PATHWAY	PGM51	0
KEGG_PPAR_SIGNALING_PATHWAY	PGM52	0
KEGG_PPAR_SIGNALING_PATHWAY	PGM53	0
KEGG_PPAR_SIGNALING_PATHWAY	PGM54	1
KEGG_PPAR_SIGNALING_PATHWAY	PGM55	0
KEGG_PPAR_SIGNALING_PATHWAY	PGM56	0
KEGG_PPAR_SIGNALING_PATHWAY	PGM57	0
KEGG_PPAR_SIGNALING_PATHWAY	PGM58	0
KEGG_PPAR_SIGNALING_PATHWAY	PGM59	0
KEGG_PPAR_SIGNALING_PATHWAY	PGM5	0
KEGG_PPAR_SIGNALING_PATHWAY	PGM60	0
KEGG_PPAR_SIGNALING_PATHWAY	PGM61	0
KEGG_PPAR_SIGNALING_PATHWAY	PGM62	0
KEGG_PPAR_SIGNALING_PATHWAY	PGM63	3
KEGG_PPAR_SIGNALING_PATHWAY	PGM64	0
KEGG_PPAR_SIGNALING_PATHWAY	PGM65	3
KEGG_PPAR_SIGNALING_PATHWAY	PGM66	0
KEGG_PPAR_SIGNALING_PATHWAY	PGM67	0
KEGG_PPAR_SIGNALING_PATHWAY	PGM68	0
KEGG_PPAR_SIGNALING_PATHWAY	PGM69	0
KEGG_PPAR_SIGNALING_PATHWAY	PGM6	0
KEGG_PPAR_SIGNALING_PATHWAY	PGM70	0
KEGG_PPAR_SIGNALING_PATHWAY	PGM71	0
KEGG_PPAR_SIGNALING_PATHWAY	PGM72	1
KEGG_PPAR_SIGNALING_PATHWAY	PGM73	0
KEGG_PPAR_SIGNALING_PATHWAY	PGM74	0
KEGG_PPAR_SIGNALING_PATHWAY	PGM75	1
KEGG_PPAR_SIGNALING_PATHWAY	PGM76	0
KEGG_PPAR_SIGNALING_PATHWAY	PGM77	0
KEGG_PPAR_SIGNALING_PATHWAY	PGM78	1
KEGG_PPAR_SIGNALING_PATHWAY	PGM7	0
KEGG_PPAR_SIGNALING_PATHWAY	PGM8	0
KEGG_PPAR_SIGNALING_PATHWAY	PGM9	0
KEGG_BASE_EXCISION_REPAIR	PGM10	0
KEGG_BASE_EXCISION_REPAIR	PGM11	0
KEGG_BASE_EXCISION_REPAIR	PGM12	1
KEGG_BASE_EXCISION_REPAIR	PGM13	0
KEGG_BASE_EXCISION_REPAIR	PGM14	0
KEGG_BASE_EXCISION_REPAIR	PGM15	0
KEGG_BASE_EXCISION_REPAIR	PGM16	0
KEGG_BASE_EXCISION_REPAIR	PGM17	0
KEGG_BASE_EXCISION_REPAIR	PGM18	0
KEGG_BASE_EXCISION_REPAIR	PGM19	0
KEGG_BASE_EXCISION_REPAIR	PGM1	0
KEGG_BASE_EXCISION_REPAIR	PGM20	0
KEGG_BASE_EXCISION_REPAIR	PGM21	0
KEGG_BASE_EXCISION_REPAIR	PGM22	0
KEGG_BASE_EXCISION_REPAIR	PGM23	0
KEGG_BASE_EXCISION_REPAIR	PGM24	0
KEGG_BASE_EXCISION_REPAIR	PGM25	0
KEGG_BASE_EXCISION_REPAIR	PGM26	0
KEGG_BASE_EXCISION_REPAIR	PGM27	0
KEGG_BASE_EXCISION_REPAIR	PGM28	0
KEGG_BASE_EXCISION_REPAIR	PGM29	0
KEGG_BASE_EXCISION_REPAIR	PGM2	0
KEGG_BASE_EXCISION_REPAIR	PGM30	0
KEGG_BASE_EXCISION_REPAIR	PGM31	0
KEGG_BASE_EXCISION_REPAIR	PGM32	0
KEGG_BASE_EXCISION_REPAIR	PGM33	1
KEGG_BASE_EXCISION_REPAIR	PGM34	1
KEGG_BASE_EXCISION_REPAIR	PGM35	0
KEGG_BASE_EXCISION_REPAIR	PGM36	0
KEGG_BASE_EXCISION_REPAIR	PGM37	0
KEGG_BASE_EXCISION_REPAIR	PGM38	0
KEGG_BASE_EXCISION_REPAIR	PGM39	0
KEGG_BASE_EXCISION_REPAIR	PGM3	0
KEGG_BASE_EXCISION_REPAIR	PGM40	0
KEGG_BASE_EXCISION_REPAIR	PGM41	0
KEGG_BASE_EXCISION_REPAIR	PGM42	0
KEGG_BASE_EXCISION_REPAIR	PGM43	0
KEGG_BASE_EXCISION_REPAIR	PGM44	0
KEGG_BASE_EXCISION_REPAIR	PGM45	0
KEGG_BASE_EXCISION_REPAIR	PGM46	0
KEGG_BASE_EXCISION_REPAIR	PGM47	0
KEGG_BASE_EXCISION_REPAIR	PGM48	1
KEGG_BASE_EXCISION_REPAIR	PGM49	0
KEGG_BASE_EXCISION_REPAIR	PGM4	1
KEGG_BASE_EXCISION_REPAIR	PGM50	0
KEGG_BASE_EXCISION_REPAIR	PGM51	0
KEGG_BASE_EXCISION_REPAIR	PGM52	0
KEGG_BASE_EXCISION_REPAIR	PGM53	1
KEGG_BASE_EXCISION_REPAIR	PGM54	1
KEGG_BASE_EXCISION_REPAIR	PGM55	0
KEGG_BASE_EXCISION_REPAIR	PGM56	0
KEGG_BASE_EXCISION_REPAIR	PGM57	0
KEGG_BASE_EXCISION_REPAIR	PGM58	0
KEGG_BASE_EXCISION_REPAIR	PGM59	0
KEGG_BASE_EXCISION_REPAIR	PGM5	0
KEGG_BASE_EXCISION_REPAIR	PGM60	1
KEGG_BASE_EXCISION_REPAIR	PGM61	0
KEGG_BASE_EXCISION_REPAIR	PGM62	1
KEGG_BASE_EXCISION_REPAIR	PGM63	2
KEGG_BASE_EXCISION_REPAIR	PGM64	0
KEGG_BASE_EXCISION_REPAIR	PGM65	3
KEGG_BASE_EXCISION_REPAIR	PGM66	0
KEGG_BASE_EXCISION_REPAIR	PGM67	0
KEGG_BASE_EXCISION_REPAIR	PGM68	0
KEGG_BASE_EXCISION_REPAIR	PGM69	0
KEGG_BASE_EXCISION_REPAIR	PGM6	0
KEGG_BASE_EXCISION_REPAIR	PGM70	0
KEGG_BASE_EXCISION_REPAIR	PGM71	1
KEGG_BASE_EXCISION_REPAIR	PGM72	0
KEGG_BASE_EXCISION_REPAIR	PGM73	0
KEGG_BASE_EXCISION_REPAIR	PGM74	1
KEGG_BASE_EXCISION_REPAIR	PGM75	0
KEGG_BASE_EXCISION_REPAIR	PGM76	1
KEGG_BASE_EXCISION_REPAIR	PGM77	0
KEGG_BASE_EXCISION_REPAIR	PGM78	0
KEGG_BASE_EXCISION_REPAIR	PGM7	0
KEGG_BASE_EXCISION_REPAIR	PGM8	0
KEGG_BASE_EXCISION_REPAIR	PGM9	0
KEGG_NUCLEOTIDE_EXCISION_REPAIR	PGM10	0
KEGG_NUCLEOTIDE_EXCISION_REPAIR	PGM11	0
KEGG_NUCLEOTIDE_EXCISION_REPAIR	PGM12	1
KEGG_NUCLEOTIDE_EXCISION_REPAIR	PGM13	0
KEGG_NUCLEOTIDE_EXCISION_REPAIR	PGM14	0
KEGG_NUCLEOTIDE_EXCISION_REPAIR	PGM15	0
KEGG_NUCLEOTIDE_EXCISION_REPAIR	PGM16	0
KEGG_NUCLEOTIDE_EXCISION_REPAIR	PGM17	0
KEGG_NUCLEOTIDE_EXCISION_REPAIR	PGM18	0
KEGG_NUCLEOTIDE_EXCISION_REPAIR	PGM19	0
KEGG_NUCLEOTIDE_EXCISION_REPAIR	PGM1	0
KEGG_NUCLEOTIDE_EXCISION_REPAIR	PGM20	0
KEGG_NUCLEOTIDE_EXCISION_REPAIR	PGM21	0
KEGG_NUCLEOTIDE_EXCISION_REPAIR	PGM22	0
KEGG_NUCLEOTIDE_EXCISION_REPAIR	PGM23	0
KEGG_NUCLEOTIDE_EXCISION_REPAIR	PGM24	0
KEGG_NUCLEOTIDE_EXCISION_REPAIR	PGM25	0
KEGG_NUCLEOTIDE_EXCISION_REPAIR	PGM26	0
KEGG_NUCLEOTIDE_EXCISION_REPAIR	PGM27	0
KEGG_NUCLEOTIDE_EXCISION_REPAIR	PGM28	0
KEGG_NUCLEOTIDE_EXCISION_REPAIR	PGM29	0
KEGG_NUCLEOTIDE_EXCISION_REPAIR	PGM2	0
KEGG_NUCLEOTIDE_EXCISION_REPAIR	PGM30	0
KEGG_NUCLEOTIDE_EXCISION_REPAIR	PGM31	1
KEGG_NUCLEOTIDE_EXCISION_REPAIR	PGM32	0
KEGG_NUCLEOTIDE_EXCISION_REPAIR	PGM33	0
KEGG_NUCLEOTIDE_EXCISION_REPAIR	PGM34	0
KEGG_NUCLEOTIDE_EXCISION_REPAIR	PGM35	0
KEGG_NUCLEOTIDE_EXCISION_REPAIR	PGM36	0
KEGG_NUCLEOTIDE_EXCISION_REPAIR	PGM37	0
KEGG_NUCLEOTIDE_EXCISION_REPAIR	PGM38	0
KEGG_NUCLEOTIDE_EXCISION_REPAIR	PGM39	0
KEGG_NUCLEOTIDE_EXCISION_REPAIR	PGM3	1
KEGG_NUCLEOTIDE_EXCISION_REPAIR	PGM40	0
KEGG_NUCLEOTIDE_EXCISION_REPAIR	PGM41	0
KEGG_NUCLEOTIDE_EXCISION_REPAIR	PGM42	1
KEGG_NUCLEOTIDE_EXCISION_REPAIR	PGM43	0
KEGG_NUCLEOTIDE_EXCISION_REPAIR	PGM44	0
KEGG_NUCLEOTIDE_EXCISION_REPAIR	PGM45	1
KEGG_NUCLEOTIDE_EXCISION_REPAIR	PGM46	0
KEGG_NUCLEOTIDE_EXCISION_REPAIR	PGM47	1
KEGG_NUCLEOTIDE_EXCISION_REPAIR	PGM48	1
KEGG_NUCLEOTIDE_EXCISION_REPAIR	PGM49	0
KEGG_NUCLEOTIDE_EXCISION_REPAIR	PGM4	1
KEGG_NUCLEOTIDE_EXCISION_REPAIR	PGM50	0
KEGG_NUCLEOTIDE_EXCISION_REPAIR	PGM51	0
KEGG_NUCLEOTIDE_EXCISION_REPAIR	PGM52	0
KEGG_NUCLEOTIDE_EXCISION_REPAIR	PGM53	0
KEGG_NUCLEOTIDE_EXCISION_REPAIR	PGM54	0
KEGG_NUCLEOTIDE_EXCISION_REPAIR	PGM55	0
KEGG_NUCLEOTIDE_EXCISION_REPAIR	PGM56	1
KEGG_NUCLEOTIDE_EXCISION_REPAIR	PGM57	0
KEGG_NUCLEOTIDE_EXCISION_REPAIR	PGM58	0
KEGG_NUCLEOTIDE_EXCISION_REPAIR	PGM59	0
KEGG_NUCLEOTIDE_EXCISION_REPAIR	PGM5	0
KEGG_NUCLEOTIDE_EXCISION_REPAIR	PGM60	0
KEGG_NUCLEOTIDE_EXCISION_REPAIR	PGM61	0
KEGG_NUCLEOTIDE_EXCISION_REPAIR	PGM62	0
KEGG_NUCLEOTIDE_EXCISION_REPAIR	PGM63	1
KEGG_NUCLEOTIDE_EXCISION_REPAIR	PGM64	0
KEGG_NUCLEOTIDE_EXCISION_REPAIR	PGM65	4
KEGG_NUCLEOTIDE_EXCISION_REPAIR	PGM66	0
KEGG_NUCLEOTIDE_EXCISION_REPAIR	PGM67	0
KEGG_NUCLEOTIDE_EXCISION_REPAIR	PGM68	0
KEGG_NUCLEOTIDE_EXCISION_REPAIR	PGM69	0
KEGG_NUCLEOTIDE_EXCISION_REPAIR	PGM6	0
KEGG_NUCLEOTIDE_EXCISION_REPAIR	PGM70	0
KEGG_NUCLEOTIDE_EXCISION_REPAIR	PGM71	0
KEGG_NUCLEOTIDE_EXCISION_REPAIR	PGM72	0
KEGG_NUCLEOTIDE_EXCISION_REPAIR	PGM73	0
KEGG_NUCLEOTIDE_EXCISION_REPAIR	PGM74	1
KEGG_NUCLEOTIDE_EXCISION_REPAIR	PGM75	0
KEGG_NUCLEOTIDE_EXCISION_REPAIR	PGM76	0
KEGG_NUCLEOTIDE_EXCISION_REPAIR	PGM77	0
KEGG_NUCLEOTIDE_EXCISION_REPAIR	PGM78	0
KEGG_NUCLEOTIDE_EXCISION_REPAIR	PGM7	0
KEGG_NUCLEOTIDE_EXCISION_REPAIR	PGM8	0
KEGG_NUCLEOTIDE_EXCISION_REPAIR	PGM9	0
KEGG_MISMATCH_REPAIR	PGM10	0
KEGG_MISMATCH_REPAIR	PGM11	0
KEGG_MISMATCH_REPAIR	PGM12	1
KEGG_MISMATCH_REPAIR	PGM13	0
KEGG_MISMATCH_REPAIR	PGM14	0
KEGG_MISMATCH_REPAIR	PGM15	1
KEGG_MISMATCH_REPAIR	PGM16	0
KEGG_MISMATCH_REPAIR	PGM17	0
KEGG_MISMATCH_REPAIR	PGM18	0
KEGG_MISMATCH_REPAIR	PGM19	0
KEGG_MISMATCH_REPAIR	PGM1	0
KEGG_MISMATCH_REPAIR	PGM20	0
KEGG_MISMATCH_REPAIR	PGM21	0
KEGG_MISMATCH_REPAIR	PGM22	0
KEGG_MISMATCH_REPAIR	PGM23	0
KEGG_MISMATCH_REPAIR	PGM24	0
KEGG_MISMATCH_REPAIR	PGM25	0
KEGG_MISMATCH_REPAIR	PGM26	0
KEGG_MISMATCH_REPAIR	PGM27	0
KEGG_MISMATCH_REPAIR	PGM28	0
KEGG_MISMATCH_REPAIR	PGM29	0
KEGG_MISMATCH_REPAIR	PGM2	0
KEGG_MISMATCH_REPAIR	PGM30	0
KEGG_MISMATCH_REPAIR	PGM31	1
KEGG_MISMATCH_REPAIR	PGM32	0
KEGG_MISMATCH_REPAIR	PGM33	0
KEGG_MISMATCH_REPAIR	PGM34	0
KEGG_MISMATCH_REPAIR	PGM35	0
KEGG_MISMATCH_REPAIR	PGM36	0
KEGG_MISMATCH_REPAIR	PGM37	0
KEGG_MISMATCH_REPAIR	PGM38	0
KEGG_MISMATCH_REPAIR	PGM39	0
KEGG_MISMATCH_REPAIR	PGM3	0
KEGG_MISMATCH_REPAIR	PGM40	0
KEGG_MISMATCH_REPAIR	PGM41	0
KEGG_MISMATCH_REPAIR	PGM42	0
KEGG_MISMATCH_REPAIR	PGM43	0
KEGG_MISMATCH_REPAIR	PGM44	0
KEGG_MISMATCH_REPAIR	PGM45	0
KEGG_MISMATCH_REPAIR	PGM46	1
KEGG_MISMATCH_REPAIR	PGM47	0
KEGG_MISMATCH_REPAIR	PGM48	1
KEGG_MISMATCH_REPAIR	PGM49	0
KEGG_MISMATCH_REPAIR	PGM4	0
KEGG_MISMATCH_REPAIR	PGM50	0
KEGG_MISMATCH_REPAIR	PGM51	0
KEGG_MISMATCH_REPAIR	PGM52	0
KEGG_MISMATCH_REPAIR	PGM53	0
KEGG_MISMATCH_REPAIR	PGM54	0
KEGG_MISMATCH_REPAIR	PGM55	0
KEGG_MISMATCH_REPAIR	PGM56	1
KEGG_MISMATCH_REPAIR	PGM57	0
KEGG_MISMATCH_REPAIR	PGM58	0
KEGG_MISMATCH_REPAIR	PGM59	0
KEGG_MISMATCH_REPAIR	PGM5	0
