	PGM10	PGM11	PGM12	PGM13	PGM14	PGM15	PGM16	PGM17	PGM18	PGM19	PGM1	PGM20	PGM21	PGM22	PGM23	PGM24	PGM25	PGM26	PGM27	PGM28	PGM29	PGM2	PGM30	PGM31	PGM32	PGM33	PGM34	PGM35	PGM36	PGM37	PGM38	PGM39	PGM3	PGM40	PGM41	PGM42	PGM43	PGM44	PGM45	PGM46	PGM47	PGM48	PGM49	PGM4	PGM50	PGM51	PGM52	PGM53	PGM54	PGM55	PGM56	PGM57	PGM58	PGM59	PGM5	PGM60	PGM61	PGM62	PGM63	PGM64	PGM65	PGM66	PGM67	PGM68	PGM69	PGM6	PGM70	PGM71	PGM72	PGM73	PGM74	PGM75	PGM76	PGM77	PGM78	PGM7	PGM8	PGM9
KEGG_LONG_TERM_DEPRESSION	0	0	0	0	0	4	0	0	0	1	0	0	0	2	0	0	0	2	1	0	0	0	0	1	1	5	3	0	1	3	2	0	0	1	0	2	1	0	1	0	1	4	0	2	1	0	1	0	0	1	0	0	0	1	0	0	0	1	6	0	2	2	1	0	1	0	1	1	0	0	0	2	1	0	2	1	0	0
KEGG_OLFACTORY_TRANSDUCTION	0	3	0	1	6	11	2	0	1	2	3	0	1	6	3	4	1	4	5	1	0	2	0	7	2	18	1	0	3	0	4	0	3	2	0	3	0	1	2	0	2	8	1	9	5	2	3	2	9	2	0	1	0	2	0	1	2	11	5	2	11	5	1	4	1	2	0	3	0	2	0	4	3	1	4	0	1	2
KEGG_REGULATION_OF_ACTIN_CYTOSKELETON	0	0	1	0	3	5	2	1	3	3	0	0	0	3	0	5	2	2	4	2	1	1	1	5	0	12	3	0	3	2	2	1	1	2	1	2	2	0	2	0	10	13	2	6	3	1	4	1	4	0	0	2	0	0	0	0	1	2	11	1	21	1	2	3	1	1	3	1	1	1	2	2	2	0	4	0	2	2
KEGG_INSULIN_SIGNALING_PATHWAY	0	1	1	1	0	3	0	0	0	2	0	0	0	1	1	3	0	2	1	0	0	1	0	3	0	14	1	1	2	1	0	1	0	1	2	0	2	0	0	0	4	4	0	3	1	1	0	1	2	2	1	0	0	0	0	1	0	3	4	1	5	0	1	3	0	0	2	2	0	0	1	0	0	0	3	0	1	1
KEGG_GNRH_SIGNALING_PATHWAY	0	0	0	0	1	6	0	0	0	1	0	0	1	2	0	0	0	1	1	0	0	0	0	2	0	7	2	0	2	1	2	0	0	2	0	1	1	0	0	0	3	4	0	2	2	0	0	1	0	0	0	0	0	0	0	1	0	1	7	0	7	3	0	0	0	0	1	2	0	1	0	0	1	1	1	0	2	0
KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION	0	0	0	0	2	2	0	0	0	0	0	0	0	1	0	2	0	1	2	0	1	1	0	1	0	5	1	0	1	0	1	1	0	2	1	0	1	0	0	0	3	4	0	2	0	0	0	2	0	1	0	0	0	0	0	0	0	2	5	1	5	0	0	2	0	0	1	1	0	1	1	0	0	0	4	1	0	0
KEGG_MELANOGENESIS	0	0	0	0	1	4	0	0	0	0	0	1	0	2	0	0	0	2	1	0	0	0	0	0	1	4	2	0	0	2	1	0	0	1	0	1	2	0	0	0	2	5	0	2	2	0	0	1	1	0	0	0	0	0	0	0	0	0	8	0	9	1	0	0	0	1	1	1	0	2	1	0	1	0	2	0	0	0
KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	1	0	5	0	0	1	0	0	0	1	0	0	0	1	0	0	0	2	1	1	2	0	0	0	0	2	0	0	0	0	0	0	0	0	2	2	0	4	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
KEGG_TYPE_II_DIABETES_MELLITUS	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	1	0	1	1	0	0	1	0	2	0	4	0	0	1	0	0	1	0	0	1	0	1	0	0	0	1	2	0	3	0	0	1	1	1	0	1	0	0	0	0	0	0	0	4	2	5	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0
KEGG_TYPE_I_DIABETES_MELLITUS	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	2	0	1	1	0	0	1	0	1	0	3	1	0	0	0	0	1	0	1	1	0	1	0	0	0	2	3	0	2	1	0	0	1	1	0	0	0	0	0	0	0	0	0	3	1	1	0	0	2	0	0	1	1	0	1	1	0	0	0	1	1	0	0
KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION	0	0	0	0	1	0	0	0	0	0	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	2	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	2	2	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0
KEGG_ALZHEIMERS_DISEASE	0	0	1	0	0	3	0	0	1	1	0	0	1	1	0	0	0	1	0	1	0	1	0	0	0	4	0	0	0	1	0	0	1	0	0	3	0	0	1	1	3	3	0	3	1	0	0	0	2	1	0	0	1	0	0	0	0	1	8	0	10	0	0	0	1	0	0	0	1	0	0	2	0	0	1	0	0	0
KEGG_PARKINSONS_DISEASE	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	4	0	3	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS	1	0	1	0	1	1	0	0	1	1	0	0	1	1	1	1	1	0	1	0	1	1	0	0	1	2	2	0	1	1	1	1	0	0	0	3	1	1	2	1	1	2	0	0	3	1	2	1	1	0	1	1	1	0	0	1	0	1	2	1	2	1	0	0	0	1	0	2	1	0	0	3	2	0	1	2	0	1
KEGG_HUNTINGTONS_DISEASE	1	0	0	0	2	2	0	0	0	0	2	1	1	3	1	2	2	2	2	0	1	0	0	1	1	5	1	0	1	3	1	1	0	0	2	2	1	0	1	0	5	5	0	1	2	3	1	2	1	0	1	0	0	0	0	1	0	1	10	1	6	0	0	1	0	1	0	2	1	0	0	1	1	0	3	1	0	1
KEGG_PRION_DISEASES	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	1	2	0	0	2	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
KEGG_VIBRIO_CHOLERAE_INFECTION	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	3	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	2	0	3	2	0	0	0	0	0	0	0	1	0	0	2	0	0	0	2	0
KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	1	0	1	0	1	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	5	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0
KEGG_LEISHMANIA_INFECTION	0	0	0	0	0	1	1	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	2	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	2	0	1	1
KEGG_PATHWAYS_IN_CANCER	1	0	1	1	1	11	2	0	6	1	2	2	4	3	2	6	3	2	6	1	2	3	0	10	2	19	3	0	4	3	2	3	2	3	3	2	5	0	2	3	9	10	1	4	3	2	7	3	6	1	3	1	1	0	0	0	1	5	21	2	26	3	2	3	1	3	3	5	4	3	3	4	4	1	10	1	1	6
KEGG_COLORECTAL_CANCER	1	0	0	0	1	3	0	0	1	1	0	0	2	2	1	5	2	1	3	1	1	1	0	4	2	4	2	0	2	2	0	2	0	2	1	1	3	0	2	1	1	3	0	2	1	1	2	3	2	0	2	0	0	0	0	0	0	3	4	2	6	0	1	2	0	2	1	5	1	0	1	2	2	1	3	1	0	1
KEGG_RENAL_CELL_CARCINOMA	0	0	0	0	0	3	0	0	0	0	0	1	1	2	0	2	0	0	1	0	0	1	0	2	0	4	1	0	0	0	1	1	0	1	1	1	1	0	0	0	2	4	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	2	0	0	1	2	0	0	1	1	1	0	3	0	1	1
KEGG_PANCREATIC_CANCER	1	0	0	0	1	4	1	0	1	0	1	0	2	2	1	3	1	1	3	1	1	1	0	5	2	5	2	0	2	1	0	2	0	3	1	1	3	0	0	1	2	2	0	1	1	1	1	3	2	0	2	0	0	0	0	0	0	2	2	2	5	0	1	2	0	1	2	4	0	0	1	1	2	1	4	1	0	3
KEGG_ENDOMETRIAL_CANCER	1	0	0	1	1	2	2	0	2	1	0	0	2	2	2	4	2	1	2	0	1	2	0	4	1	5	2	0	1	2	1	2	1	1	2	1	4	0	1	1	3	2	0	2	1	1	2	2	1	1	2	0	0	0	0	0	0	3	5	2	1	1	0	1	1	1	1	2	2	0	2	2	1	0	3	1	1	1
KEGG_GLIOMA	1	0	0	0	1	4	0	0	0	0	1	0	1	2	1	3	1	0	3	0	1	3	0	2	1	6	2	0	1	1	0	2	0	1	1	1	3	0	0	0	3	4	0	2	3	1	1	2	1	0	1	0	0	0	0	0	0	2	4	2	2	0	0	2	0	1	1	3	0	0	1	1	1	0	3	1	1	2
KEGG_PROSTATE_CANCER	1	0	0	0	1	3	1	0	1	0	1	1	1	2	1	4	1	1	3	0	1	2	0	4	1	6	2	0	1	2	1	2	0	1	1	2	4	0	0	1	4	3	0	2	1	1	2	2	1	0	1	0	0	0	0	0	0	2	6	2	4	0	0	3	0	1	1	2	0	0	1	1	1	0	5	1	1	3
KEGG_THYROID_CANCER	1	0	1	1	1	1	1	0	1	0	0	0	2	1	1	1	1	1	1	0	1	0	0	0	1	2	2	0	1	1	0	1	1	1	1	1	2	0	0	0	0	1	0	1	1	1	1	1	1	0	2	0	0	0	0	0	0	2	2	1	3	0	0	0	0	1	1	2	0	0	1	1	1	0	2	1	0	0
KEGG_BASAL_CELL_CARCINOMA	1	0	0	0	1	0	0	0	1	1	0	0	2	1	1	2	3	0	1	0	1	0	0	2	1	2	2	0	1	2	0	1	1	0	1	1	2	0	1	0	2	1	0	1	1	2	3	1	4	0	1	0	0	0	0	0	0	1	7	1	3	0	0	0	0	2	0	1	1	1	1	3	1	0	1	1	0	0
KEGG_MELANOMA	1	0	0	1	1	2	1	0	2	0	1	0	2	3	1	4	1	0	4	0	1	2	0	2	1	6	2	0	1	2	1	2	1	1	2	2	2	0	0	0	2	2	0	1	2	1	1	2	1	0	2	0	0	0	0	0	0	2	4	2	1	0	0	2	0	1	1	2	0	0	2	2	1	0	4	1	0	3
KEGG_BLADDER_CANCER	1	0	0	1	1	1	2	0	1	0	2	0	2	2	1	1	1	1	1	0	1	0	0	2	1	4	2	0	2	1	0	1	1	1	1	1	3	0	0	1	1	1	0	0	1	1	2	1	1	0	2	1	0	0	0	0	0	2	2	1	1	0	0	0	0	1	1	2	0	0	1	1	1	0	2	1	0	3
KEGG_CHRONIC_MYELOID_LEUKEMIA	1	0	0	0	1	2	0	0	0	0	1	0	2	2	1	3	1	2	2	1	1	1	0	3	1	5	2	0	1	1	0	2	0	1	1	1	2	0	0	0	3	2	0	1	2	1	1	3	2	0	1	0	0	0	0	0	0	3	2	2	4	0	2	2	0	1	1	6	0	0	1	1	2	1	4	1	1	3
KEGG_ACUTE_MYELOID_LEUKEMIA	0	0	0	0	1	3	0	0	0	0	0	0	0	1	0	2	0	2	1	0	0	1	0	2	0	4	1	1	0	0	0	1	0	1	1	0	3	0	0	0	2	2	0	2	0	0	0	1	0	0	0	0	0	0	0	1	0	2	1	1	4	1	0	1	0	0	1	1	0	0	1	0	0	0	3	0	1	0
KEGG_SMALL_CELL_LUNG_CANCER	1	0	0	0	1	3	1	0	2	0	2	1	1	1	1	4	1	2	2	0	2	2	0	5	1	8	1	0	1	1	0	3	0	0	1	1	1	0	0	1	3	5	1	1	2	1	3	2	2	0	1	0	1	0	0	0	1	5	4	2	8	1	0	1	0	1	1	1	2	2	1	1	3	0	3	1	1	2
KEGG_NON_SMALL_CELL_LUNG_CANCER	1	0	0	0	1	3	2	0	0	0	1	0	1	2	1	3	1	0	2	0	1	2	0	2	1	5	2	0	1	1	0	2	0	1	1	1	3	0	0	1	3	4	0	1	1	1	1	2	1	0	1	0	0	0	0	0	0	2	3	2	1	0	0	1	0	1	1	2	0	0	1	1	1	0	3	1	2	2
KEGG_ASTHMA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KEGG_AUTOIMMUNE_THYROID_DISEASE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
KEGG_ALLOGRAFT_REJECTION	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
KEGG_GRAFT_VERSUS_HOST_DISEASE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
KEGG_VIRAL_MYOCARDITIS	0	0	1	0	0	2	1	1	0	0	0	0	0	1	0	0	0	2	1	0	1	0	0	1	1	3	0	0	1	2	0	0	0	2	0	1	0	1	0	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	6	0	7	0	3	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0
