	P3	P5	P7	P11	P13	P14	P16	P17	P19	P22	P24	P27	P30	P34	P39	P43	P52	P53	1148190	1160611	1165043	1165731	1175987	1205142	1232209	1232597	1247392	1258650	1261934	1273598	P2	P4	P9	P15	P18	P20	P21	P23	P25	P26	P33	P40	P45	P50	1161524	1185692	1243837	1313158	1337883	1338283	1398479	1406645	1432057	963764	P1	P12	P35	P37	P41	1161135	1391882	1397993	P36	P42	P51	1293013	1411462	rd_P4_T1	rd_P5_T1	rd_P7_T1	rd_P9_T1	rd_P10_T1	rd_P11_T1	rd_P1_T1	rd_P2_T1	rd_P3_T1	rd_P6_T1	rd_P8_T1	rd_P12_T1	rd_P13_T1	rd_P14_T1	F4	F8	F9	F81	F89_342952	F92_340410	F172	F177
KEGG_MAPK_SIGNALING_PATHWAY	-0.573501232	-3.77871923	0.477395897	-0.364846916	0.477395897	-2.24626406	-0.027322404	-0.186275487	0.63868622	-0.587898857	0.580546685	-1.490247529	0.178631344	-0.617981744	0.477395897	-2.745113015	-0.027322404	-2.604899176	-0.027322404	-2.453384024	0	0.151249025	-0.662650602	-0.174837932	-0.58287796	-0.557625434	0.28166636	0	-0.679496318	-0.027322404	0.525549991	0.504718301	1.826071481	1.92189199	2.085580688	-0.027322404	9.08351451	0.168407133	2.095710379	-0.040798514	0.210729709	1.153430175	1.895038293	8.440575088	0.539447782	1.030025266	0.487560193	0.865534739	0.308988764	-0.112598873	0.308988764	0.460237789	0	1.026825062	0.210776537	-1.209799348	-0.470350444	0.487759156	-0.600823636	-0.367085687	-0.052457019	1.088117973	1.08858668	0.487560193	-0.027322404	0	-0.769230769	-0.027322404	-0.382005024	0.308988764	-1.038025993	-1.638795986	-0.027322404	-0.044420597	0.24587516	0	0	-0.027322404	-0.39928613	0.308988764	0.308988764	0.28166636	0.28166636	0.28166636	-0.017098193	3.9708816	1.585580822	0.806451613	-0.085461939
KEGG_ERBB_SIGNALING_PATHWAY	0	0	0.308988764	0.308988764	0.308988764	-0.600102145	0.34351145	0.308988764	-0.460242005	0.308988764	0.308988764	-0.607940446	-0.017098193	0	0.652500214	0	0	-1.790733422	0	-2.559964191	0	0	0	0	-0.212044106	0	0.308988764	0	0	0	0.806451613	0.308988764	0.487560193	1.458951827	0.308988764	0	0.658678432	0	1.115440377	0.165122934	0.303663005	0.806451613	1.699308756	2.971295969	0.34351145	-0.555555556	1.115440377	0.892857143	0.487560193	-0.246566792	0.308988764	1.1882145	0	0	-0.555555556	0	-0.164796634	-2.053492696	0.190839695	-0.555555556	0.236762604	0.308988764	0.892857143	0.470279087	-0.674924166	-0.348837209	-0.708274894	-0.326086957	0.652500214	0.308988764	0.250896057	0	0.671204351	0.831071643	-0.560576453	0	0	0	0.308988764	0.308988764	0.308988764	0.308988764	-0.116730555	0.308988764	0.652500214	0.308988764	0	0.806451613	0
KEGG_CALCIUM_SIGNALING_PATHWAY	-1.460535588	-2.256258235	0	0	-0.930232558	-2.623715559	-0.53030303	0.339861752	-2.246736432	-0.116459628	-0.822964332	0.192346224	-0.326086957	-0.412087911	-0.175515577	-2.05789943	0	-0.53030303	0	-0.53030303	0	0.566037736	-1.638795986	-1.712626995	0	0	0.027056277	-1.095317726	-0.326086957	0.535714286	0.178571429	0	2.684331798	0.161290323	0.925925926	0.178571429	5.527644696	-0.326086957	-0.151515152	0.281722217	2.395886202	0.985023042	1.071428572	4.591500222	0	0	1.952764978	2.538829152	1.637466308	0.535714286	0.892857143	1.071428572	0	0.339861752	0.198511167	1.492696112	-0.666079981	-4.456577841	0.671204351	-0.59065934	-0.607940446	0	0.892857143	1.952764978	-0.769230769	0	0.591822857	0	0.178571429	0	-1.678321678	0.056360709	0.026043061	0.178571429	0.472600682	0	0	0.023291926	-0.869565217	0	0.892857143	0	0.925925926	1.232718895	2.070226408	-0.660899976	2.272243886	0	0
KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION	-0.769230769	0	-1.638795986	-0.555555556	-0.769230769	-0.769230769	0	0.801526718	-1.377171215	0	-0.662650602	0	-0.273047563	-1.538461538	0	-0.841456929	0	-0.515304605	0	-0.515304605	-1.721611721	0	-0.769230769	0	0	-0.769230769	-0.769230769	0	-0.348837209	0	0.245971162	1.612903226	0.806451613	0	1.699308756	0.985023042	5.943112348	-0.326086957	1.732377539	1.389040349	0.681368391	0	0	6.688342933	0	0.496183206	0.806451613	0	0.496183206	0	0	0.801526718	0	0.801526718	0.037220844	0.185185185	-0.769230769	1.246411851	-0.769230769	-0.233516483	0	-1.095317726	0	0	0	0	0.806451613	0	0.801526718	-0.391872278	0	0	-0.869565217	-0.769230769	-0.769230769	0	0	0.544019934	0	0	1.031897492	0	0.806451613	0	0.535714286	0.230206541	0.806451613	0	0
KEGG_CHEMOKINE_SIGNALING_PATHWAY	0	-0.869565217	-1.329807222	-0.246566792	-0.460242005	-4.307662699	0.34351145	0.470279087	-0.560576453	0.308988764	0.308988764	0	-0.460242005	0	0.652500214	-1.596601073	0	-1.790733422	0	-1.790733422	0	-0.869565217	-1.638795986	0	-0.212044106	0	-0.560576453	-0.952380952	0	0	0.250896057	0.308988764	1.115440377	1.545357357	1.92189199	0	2.828466039	0	0.308988764	0.326413257	0.652500214	1.503456222	1.699308756	7.925717746	0.528696635	-0.555555556	1.92189199	0.892857143	0.308988764	-0.246566792	0.308988764	1.1882145	0	0	-0.555555556	0	-1.0720258	-0.098219645	-0.769230769	0.250896057	0.84470305	0.308988764	0.892857143	1.115440377	-0.326086957	0	0.161290323	-0.326086957	0.122197184	-0.460242005	-0.365542299	0	-1.095029192	0.652500214	0.308988764	0	0	-0.063113604	0.308988764	0.308988764	0.470279087	0.308988764	0.652500214	0.308988764	0.652500214	0.470279087	0	0.806451613	0.892857143
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM	0	-0.869565217	0	0.161290323	-0.769230769	-1.538461538	-0.512878537	-0.326086957	0	0	0	0	-0.326086957	0	-0.425719319	0.161290323	0	-0.53030303	0	-0.53030303	0	0	0	0	0.504801773	0	-0.769230769	0	0	0	0.806451613	0	-0.70754717	0.34351145	0	0.806451613	3.960374859	-0.326086957	0	1.397658916	0.34351145	0.806451613	0	3.93923833	1.236368593	0	0	0	0	0	0	0.879225736	0	0	0.806451613	0	-0.326086957	0.967741936	0.726553981	0	0.370917652	0	0	0	-1.641574573	0.037220844	0.161290323	-0.326086957	0.34351145	-0.607940446	0.806451613	0	-0.135247262	0.34351145	0	0	0	-0.70754717	0	0	0.892857143	0	0.380732294	0	0.34351145	-0.769230769	0	-0.769230769	0
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION	-2.669362992	-2.246736432	0	-0.151515152	-0.768942235	-1.017235314	-1.195652174	-0.769230769	-1.477505663	-0.53030303	-1.712626995	-0.164796634	0.330175137	0.365448506	-0.944746346	-0.228899198	-0.909090909	-0.473602485	-1.235177866	-0.147515528	0	0.239950779	-0.326086957	-0.943396226	0	-1.517031355	0.714285715	-0.151515152	-1.678321678	-0.147515528	0	0	1.084351505	0.858294932	0.161290323	1.525425728	12.598386816	0.806451613	0	1.964285715	3.159153942	2.291915572	0.91991342	12.806372462	0.892857143	0.161290323	2.291915572	3.225806452	2.137907225	0	1.428571429	1.699308756	0.892857143	0.803016417	-0.553438496	1.547793604	0	1.295006864	-0.063113604	0	0	0.806451613	1.785714286	0.703812317	-0.348837209	0	-0.769230769	0	0	0	-1.09964378	0	-0.219098924	-1.195652174	0.967741936	0	0	1.699308756	-0.151515152	0	0.892857143	0	2.565727284	0.284916697	1.534512122	0.857583775	1.547793604	0	0
KEGG_CELL_CYCLE	0	0	-0.027322404	-0.058139535	-0.027322404	-0.555555556	-0.027322404	-0.639534884	0.133967919	-0.027322404	-0.854692708	0	0	-0.027322404	-1.043062327	-0.354625405	-0.027322404	-1.24747533	-0.353409361	-0.639534884	0	-0.027322404	0	-0.796553173	-0.936413313	-0.027322404	-0.666857288	0	-0.027322404	-0.085461939	-0.027322404	0	2.597912278	0.806451613	1.622930535	0.151249025	1.099958273	-0.027322404	0.779129209	0	0.535714286	-0.027322404	0	4.317288595	-0.027322404	-0.085461939	0	-0.027322404	-0.058139535	-0.027322404	0	-0.027322404	0	1.914682464	0	-0.353409361	-1.076096233	4.325090719	-0.027322404	-0.027322404	-1.059120202	-0.796553173	-0.058139535	-0.485436893	-0.027322404	0	0	0.151249025	0	0	-0.353409361	0	1.524470824	0.865534739	0	0	0	-0.027322404	-0.058139535	0	0	-0.027322404	0.00989844000000003	-0.027322404	0	-0.326086957	-0.027322404	0	-0.027322404
KEGG_OOCYTE_MEIOSIS	0.535714286	0	0.161290323	0	0	-0.769230769	0	0.161290323	-1.638795986	0	0	0	0	0	-0.53030303	-1.26011436	0	0	-0.326086957	0	0	0	-0.869565217	-0.53030303	0	0	0	0	0	0	0	0	1.699308756	0	0.161290323	0.985023042	1.716230657	-0.326086957	0	-0.161290323	0	0.892857143	0	5.094419957	0	0	0.892857143	0	0	0	0	0	0	-0.326086957	0	-0.326086957	-0.607940446	-0.795123529	0	0	-1.538461538	0	0	0	0	0	0	-0.147515528	0	0	-0.326086957	0	0.322580646	0	0	0	0	-0.869565217	0	0	0	0	0.806451613	0	0	0.161290323	0	0.892857143	0
KEGG_P53_SIGNALING_PATHWAY	-0.235849057	0	-0.027322404	0	-0.027322404	0	-0.027322404	-0.639534884	-0.027322404	-0.027322404	-0.027322404	0	0	-0.027322404	-1.705644082	-0.027322404	-0.027322404	-1.408477119	-0.027322404	-1.569767442	0	-0.027322404	0	-0.796553173	-0.027322404	-0.027322404	-0.666857288	0	-0.027322404	-0.027322404	-0.027322404	0	0.865534739	0	0.161290323	-0.027322404	0.781249304	-0.027322404	0.779129209	0	0	-0.027322404	0	1.683833148	-0.027322404	0.133967919	0	-0.027322404	0	-0.027322404	0	-0.027322404	0	-0.027322404	0	-0.027322404	-0.769230769	-3.190707922	0.779129209	-0.027322404	-1.000980667	-0.027322404	0	0	-0.027322404	0	0	-0.027322404	0	0	-0.027322404	0	-0.027322404	0.865534739	0	0	0	-0.027322404	0	0	0	-0.027322404	-0.227477864	-0.027322404	0	0	-0.027322404	0	-0.027322404
KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS	-0.771292436	0	0	0.432098765	-0.199115044	-0.783530403	-1.214436248	-0.445205479	-0.199115044	-0.199115044	0	0	-0.97040748	0	-0.729418074	0.161290323	-0.199115044	-0.930232558	-0.199115044	-0.930232558	-0.445205479	-0.525202001	0	-0.199115044	0	-0.445205479	0.535714286	-0.199115044	0	0	0	0	-0.68393216	1.612903226	-0.199115044	0	3.377835393	0	0.607336569	0	1.461640212	-0.199115044	1.324955908	5.599446781	-0.616438356	0	0	0.806451613	-0.525202001	0.925925926	0	0.034691823	0	-0.199115044	-0.445205479	0	-0.771292436	0.0490970070000001	0.161290323	-0.199115044	0	0	-0.769230769	0	-0.199115044	0	0	0	0	0	0	0.432098765	-0.8155534	0	0	0	0	0	0.161290323	0	0	0	0.161290323	0.925925926	0	0.806451613	0.726810882	0	0
KEGG_REGULATION_OF_AUTOPHAGY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.967741936	0	0	0	0	0	0	1.373221799	0	0	0	0	0.892857143	0	0	0	0	0	0	0	0	0	0	0	0.806451613	0	0.161290323	0	0	0	0	0	0	0	0	0.892857143	0	0	0	0	0	0	0	0	0	0	0	0	0	0.161290323	0	0	0
KEGG_ENDOCYTOSIS	0	-1.712626995	-1.678321678	-0.555555556	0	-1.105414274	-0.753968254	-0.943396226	-0.769230769	0.161290323	0	0.161290323	0	0	-0.607940446	-3.484605016	0	0	0	0	0	-0.753968254	0.161290323	-0.769230769	0.161290323	-0.53030303	-0.920745921	0	0	-0.058139535	-0.707070708	0	0.674777731	0.892857143	1.699308756	1.732377539	4.654528286	0.535714286	0.276148583	0.806451613	0	0.535714286	0	4.663515205	-0.151515152	-0.210843373	0.892857143	0	0.178571429	0	0	-0.151515152	0	0.161290323	-0.769230769	-0.53030303	1.215437789	-2.711827019	-0.769230769	0	0	0	0	0.967741936	-0.607940446	0	0	0	0	-0.769230769	0	-0.769230769	-0.930232558	0.178571429	0	0	0	0	0	0	0.186877077	0	-0.598165275	0	-0.333850931	1.400346095	0.806451613	0.123626374	0.892857143
KEGG_PEROXISOME	-0.53030303	0	0	-0.151515152	-0.909090909	0	0	0	0	0	0	0	-0.326086957	0	0	-1.377171215	0	0	0	0	0	-0.869565217	0	0	-0.326086957	0	0	0	0	-0.769230769	0.806451613	0	0.892857143	0	0	0	0.721047885	0	0	0.161290323	0.161290323	0	0	2.676825863	0	0	0	0.892857143	0	0	-0.151515152	0	0	0	0	0	0.535714286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.869565217	0	0	0	-0.769230769	0	-0.326086957	0	0	0
KEGG_MTOR_SIGNALING_PATHWAY	0	-0.326086957	0	0	0	-0.909090909	0.34351145	0	-0.952380952	0	0	0	0	0	0.34351145	-0.769230769	0	-1.464646465	0	-2.233877234	0	0	0	0	-0.212044106	0	0	0	0	0	0.806451613	0	0	0.34351145	0	0	0.497645764	0	0	0.182221127	0.34351145	0	0	2.309907835	0.34351145	-0.555555556	0	0	0	-0.555555556	0	0.879225736	0	0	-0.555555556	-0.869565217	-0.164796634	0.227234101	-0.616438356	-0.555555556	0.535714286	0	0.161290323	0	-0.326086957	0	0.161290323	-0.326086957	0.34351145	0	0.250896057	0	-0.326086957	0.34351145	0	0	0	0	0	0	0	0	-0.971976166	-0.943396226	0.34351145	0.161290323	0	0	-1.486003573
KEGG_APOPTOSIS	0	0	-0.027322404	0	-0.027322404	-0.909090909	0.316189046	-1.427206117	-0.027322404	-0.027322404	-0.027322404	0	0	-0.027322404	-0.592901863	-0.796553173	-0.027322404	-1.548625793	-0.027322404	-1.548625793	0	-0.027322404	-0.769230769	-0.027322404	0.316189046	-0.796553173	-0.666857288	0	-0.027322404	-0.027322404	0.779129209	0.806451613	0.779129209	0.34351145	0.806451613	-0.027322404	-0.209242884	-0.027322404	0.779129209	0.34351145	0.34351145	0.779129209	0	1.090841235	0.316189046	-0.027322404	0	-0.027322404	0	-0.027322404	0	0.851903332	0	-0.027322404	0	-0.027322404	-0.326086957	-1.155785221	-0.027322404	0.779129209	-0.891491831	-0.027322404	0	0	-0.353409361	0	0.161290323	-0.353409361	0.34351145	0	0.162690853	0	0.453042252	1.209046189	0	0	0	-0.027322404	0	0	0	-0.027322404	0.316189046	-0.027322404	0.34351145	0	-0.027322404	0	-0.027322404
KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION	0	-1.778656126	0	0.185185185	0	-0.769230769	-0.869565217	0.538648814	-0.869565217	0	0	-0.916746297	-0.326086957	0	0	-0.934027403	-0.869565217	-1.75120773	0	-1.75120773	0	-0.869565217	-0.869565217	-0.869565217	-0.555555556	0	-0.869565217	0	-0.769230769	0.535714286	0	0	1.345100427	0	0.161290323	0	5.129538308	-0.326086957	0	-0.326086957	0.178571429	0.985023042	0.535714286	2.598115112	0	-0.555555556	0.178571429	0.925925926	0	-0.394265233	0	0	0	0.377358491	-0.555555556	0.925925926	-1.638795986	-1.398112757	0	-0.376984127	0	0	0	0	0	0.198511167	0	0	0	0	-1.425120773	1.087216249	0.161290323	0	0	0	0	-0.869565217	0	0	0	0	0.925925926	0	0	0.103150788	0	0	0
KEGG_WNT_SIGNALING_PATHWAY	-0.571602311	-0.907785816	-0.027322404	-0.888806453	-0.598924715	-0.491404731	-0.961349807	-1.599897687	-0.598924715	0.170306054	0.112166519	-1.491438485	-0.287188658	0.170306054	0.011575895	-1.030069656	-0.027322404	0	-0.155780903	0	0	-0.896887621	0	-0.181425547	0.170306054	0.170306054	-1.66611839	-0.571602311	0.170306054	-0.359531594	0.56592895	1.004080071	2.709135206	1.004080071	1.65926867	0.702785064	7.525705133	-0.155780903	0.170306054	1.165370394	-0.561936014	1.78320928	0.733342744	3.013167312	0.602404819	0.720989674	0.038898299	0.818027508	-0.293213839	0.170306054	0	0.170306054	0.038898299	1.631946266	-0.235849057	0.170306054	-0.869565217	-1.070986915	-0.301295007	-0.027322404	-1.929275645	0.539073089	0.55136132	0.046113306	0.170306054	0.197628458	0	0.170306054	-0.038220599	0.197628458	0.170306054	0.038898299	0.903777819	0.19359798	-0.869565217	0	0	-0.027322404	0.139488923	0.197628458	0.197628458	0.170306054	1.598877483	0.170306054	0.158126162	-0.402431102	-0.139939257	0.197628458	0.011575895
KEGG_DORSO_VENTRAL_AXIS_FORMATION	0	0	0.308988764	0.308988764	0.308988764	-0.281670576	0	0.308988764	0.308988764	0.308988764	0.308988764	0	0.308988764	0	0.308988764	0.339861752	0	0	0	0	0	0	0	0	0	0	-0.162709349	0	0	0	0	0.308988764	0.98800111	0.741087529	0.487560193	0	2.077434021	0	0.308988764	1.073624367	0.741087529	0	0.892857143	1.524426553	0.925925926	0	0.308988764	0.892857143	0.308988764	0.308988764	0.308988764	0.308988764	0	0	0.610670194	0.432098765	0	-0.970005732	-0.769230769	0	0.308988764	0.308988764	0.892857143	0.308988764	-0.769230769	0	0	0	0.308988764	0.308988764	0	0	0.806451613	0.741087529	0.308988764	0	0	0	0.308988764	0.308988764	0.308988764	0.308988764	1.23491469	0.487560193	0.308988764	0.741087529	0.161290323	0	0
KEGG_NOTCH_SIGNALING_PATHWAY	0	0	0	0	0	-0.690993788	0	0	0	0	0	0	0	0	0	0.161290323	-0.769230769	0	-0.769230769	0	0	0	0	-0.869565217	0	-0.326086957	-0.769230769	0	0	0	0	0.806451613	0	0.432098765	0	0	4.485434894	0	0.178571429	0.806451613	0.432098765	0	0	1.486246231	0	0	0	0	-0.326086957	-0.326086957	0	0	0	0	0.432098765	0.432098765	0	0.79357996	0	0	-0.869565217	0	-0.326086957	0	0	0	0	0	0	0	0	0	0.503656582	1.324955908	0	0	0	0	0	0	-0.769230769	0	0	0	0	0.284583237	0.161290323	0	0
KEGG_HEDGEHOG_SIGNALING_PATHWAY	-1.699463327	-0.930232558	0	0	0	-1.699463327	0	0	-0.326086957	0	0	0	0	0.432098765	0	0	0	0	0.106011808	0	0	0	0	0	0.161290323	0	0	-0.930232558	0	-0.943396226	0	0	1.612903226	0	0	0	3.953866961	0.432098765	0	0.892857143	0.185185185	0	0	1.238550378	1.324955908	0	0	0	0	0	0	0.432098765	-0.326086957	0	0	0.185185185	0.806451613	-0.24399533	0	0	0	0	-0.235849057	0	0	0	0	0	-0.235849057	0.432098765	0	-0.930232558	0	-0.869565217	0	0	0	0	0	0	0	0	0	0	0	0.806451613	0.432098765	0	0
KEGG_TGF_BETA_SIGNALING_PATHWAY	-1.500293599	-0.151515152	0	-0.058139535	0	-0.909090909	-0.769230769	0	0.199458262	-0.326086957	-0.058139535	0	0.496183206	0	0.038167939	-1.142607392	0	-0.515304605	0	-0.515304605	-0.769230769	-1.195652174	0	0	0	0	-0.869565217	0	-1.218402426	-0.058139535	0	0.806451613	0.925925926	0	1.461640212	0.161290323	3.025886594	0.038167939	0.925925926	1.265917965	0.681368391	0	0	0.462448576	0	0.438043671	0	0	0.438043671	0	0	0	0	1.461640212	0.806451613	0.185185185	-1.778656126	2.984993357	0	-0.326086957	-0.827370304	0	-0.058139535	0	0.185185185	0	0	0	0	0	0	0	1.373221799	0.892857143	0	0	0	0	-0.058139535	0	-0.273047563	0	0	0	0	-0.988737559	0	0	0
KEGG_AXON_GUIDANCE	0	-0.235849057	0.308988764	-0.954841686	0.308988764	0.518616093	0	-0.0248621669999999	-0.460242005	0.308988764	0.308988764	-0.869565217	0.308988764	0.432098765	0.308988764	-2.129120878	-0.869565217	-0.373376623	-0.869565217	0	0	-1.195652174	0	-0.869565217	-0.326086957	-0.769230769	-1.329807222	0	0	-0.909090909	-0.0144300139999999	0.308988764	1.438021023	0.308988764	1.737560193	0	10.984409344	0	0.308988764	1.386248819	0.073139707	0.806451613	4.366359448	4.886098281	0	0	3.350463419	0	0.308988764	2.630417336	0.308988764	1.916131622	0	0.892857143	-1.105414274	0.697004609	-0.869565217	3.736611395	0.198511167	0	1.47799449	0.308988764	0.967741936	0.470279087	2.505760369	-0.769230769	0.566770186	0	1.201845907	0.308988764	-0.869565217	0	3.202764978	-0.621243794	-0.560576453	0	0	-0.016233766	2.09470305	0.308988764	0.308988764	0.308988764	0.432615138	0.487560193	0.741087529	-0.085529508	-0.769230769	0.806451613	0.892857143
KEGG_VEGF_SIGNALING_PATHWAY	0	-1.005079826	0.308988764	-0.560576453	0.308988764	-0.600102145	0.34351145	-0.560576453	-0.460242005	0.308988764	0.308988764	-0.769230769	-0.017098193	0	0.652500214	0.535714286	0	-1.235177866	0	-1.235177866	0	0	0	0	0.34351145	0	0.308988764	0	0	-0.53030303	0.276148583	0.308988764	-0.221314266	0.652500214	0.308988764	0	1.681344077	0	0.308988764	0.165122934	0.416651157	0	0.806451613	2.940240069	0.34351145	0	0.308988764	0	0.308988764	0.308988764	0.308988764	1.1882145	0	0	-0.235849057	0	-0.326086957	-0.510743246	0.190839695	0	0.475690343	0.308988764	0	0.308988764	-0.326086957	0	0.161290323	-0.326086957	0.652500214	0.308988764	0.806451613	0	-0.135247262	0.652500214	0.24587516	0	0	0	-0.460242005	0.308988764	0.84470305	0.308988764	0.652500214	0.308988764	1.620313265	0.308988764	-0.769230769	0.037220844	0
KEGG_FOCAL_ADHESION	-0.634681583	-0.909090909	-0.769230769	-0.00236170099999997	-0.769230769	-3.833956931	-0.956022349	-1.638795986	-3.043019369	-0.909090909	0.161290323	-0.769230769	-0.326086957	-0.939496549	0.34351145	-3.874780717	0.161290323	-2.699824331	0	-2.699824331	0	-0.869565217	0	0	-0.212044106	-0.348837209	-0.708274894	-0.058139535	-0.768942235	-0.326086957	2.131407521	0.925925926	0	1.149963063	0	2.379103374	8.620588905	0	1.699308756	-0.14386583	3.094763087	3.169254616	1.436877077	9.984150004	1.685677349	-0.376984127	1.699308756	1.005530057	0.161290323	0.41218638	0	0.879225736	0	0.112925959	0.37037037	1.818783069	-2.228524028	0.219367622	1.0495523	0.136853887	0.641726094	-0.124458875	0.892857143	-0.151515152	-1.625620756	0.892857143	0.354081817	-0.674924166	1.948449722	0.161290323	1.483614952	1.087216249	1.584862011	0.504801773	-0.063113604	0.432098765	0	0	0.161290323	0	-0.233516483	0	0.404691657	0	0.879225736	1.765084129	0.654936461	0.253322259	0.806451613
KEGG_ECM_RECEPTOR_INTERACTION	-0.634681583	-0.909090909	-0.769230769	-0.348837209	0	-2.924866022	-1.299533799	-1.638795986	-2.2737886	-0.909090909	0	-0.769230769	0	-0.17026578	0	-2.547886895	0.161290323	-0.909090909	0	-0.909090909	0	0	0	0	0	-0.348837209	0.161290323	-0.058139535	-0.930232558	-0.326086957	1.324955908	1.461640212	0	0	0	1.486246231	4.175788881	0	1.699308756	0	1.910948968	1.46994586	0.544019934	4.627181634	1.342165899	0.178571429	0	-0.813253012	0.161290323	0.806451613	0.161290323	0	0	-0.048364364	0.690076869	0	-1.032871854	0.018907147	1.0495523	1.087216249	0.106011808	0.027056277	0	0	-1.299533799	0.892857143	0.741341991	-0.348837209	0.925925926	0.161290323	1.071428572	0.161290323	2.072239291	0.161290323	0.806451613	0.432098765	0	0	0	0	-0.769230769	0	-0.703455396	0	0	0.140660166	0	0	0.806451613
KEGG_CELL_ADHESION_MOLECULES_CAMS	-0.326086957	0	0	-0.058139535	-0.827370304	-1.664379603	-2.708299452	-1.095317726	-0.326086957	0	0	0	-0.769230769	0	0	-0.855790422	0	-1.414223426	0	-1.088136469	0	0	-0.869565217	0	-0.326086957	-0.869565217	-0.151515152	0	-0.869565217	0	0	0	0.185185185	0	0.161290323	0.892857143	2.886705331	0	2.145111201	1.071428572	1.641169221	0.985023042	0.806451613	3.685008555	0	0.892857143	0.535714286	0	0	0	0	0.697004609	0	0	0.892857143	0	0.806451613	-0.396539446	-0.769230769	0	-0.058139535	0	-0.769230769	0	0.892857143	0.161290323	-0.058139535	0	0	0.161290323	0	0.178571429	0.697004609	-0.326086957	0	0	0	0.892857143	-0.59065934	0	0	-0.869565217	-0.742174492	0.892857143	0	-0.869565217	0	0	0
KEGG_ADHERENS_JUNCTION	0	0	0	-0.216869694	-0.769230769	-1.279692529	0	-0.158730159	-0.769230769	0	-0.058139535	0.161290323	-0.158730159	0	-0.158730159	-0.694479938	0	-0.988737559	0	-0.988737559	0	0	0	0.178571429	0	0	0.161290323	0	-0.869565217	-0.058139535	0	0	0.925925926	0	2.268091825	0	2.372941493	0	-0.445205479	-0.606495802	0	0	0	2.258573008	0	0.748312078	0.734126984	-0.158730159	-0.216869694	-0.639534884	0	0	-0.158730159	1.622930535	-0.769230769	0	0	-0.991217239	0	0	-0.058139535	-0.310245311	0.589581919	-0.477602109	0	0	-0.869565217	0	0	0	0	0.01984127	0.0364671559999999	0.892857143	-0.869565217	0	0	0	-0.058139535	0	0	0	0.098904443	0	0	-0.988737559	-0.310245311	0.892857143	-0.158730159
KEGG_TIGHT_JUNCTION	0	-0.769230769	0.308988764	-0.113766497	-0.460242005	-2.666136965	-0.326086957	0.487560193	-0.460242005	-0.460242005	0.308988764	-1.699463327	-0.786328962	0	0.308988764	-1.098123562	0	-2.055832295	0	-1.525529265	0	0	0	-0.769230769	0	0	0.14419213	0.00977517100000003	-0.769230769	0	0.161290323	0.308988764	1.115440377	0.308988764	1.115440377	0	4.094739938	0	1.001775905	-0.017098193	0.686347255	1.520737328	0.967741936	5.144060581	-0.53030303	0	0.308988764	0	0.308988764	0.470279087	0.308988764	0.308988764	0	0.840302669	-1.095317726	0	0	-2.629237552	0	0	-0.460242005	0.497335364	0	0.157473612	0	0.806451613	-0.53030303	0	0.308988764	0.308988764	0	-0.769230769	-0.922175308	0.308988764	0.963925225	0	0	0	0.308988764	0.308988764	0.308988764	0.308988764	0.741087529	0.346209608	0.346209608	-0.600102145	-0.151515152	0.806451613	0
KEGG_GAP_JUNCTION	-0.930232558	-0.869565217	0.308988764	0.470279087	-0.621243794	-0.857092851	0	0.470279087	-0.39928613	0.308988764	-0.634407462	-0.769230769	-0.017098193	-0.120375807	-0.635757582	0.161290323	0	-0.326086957	0	-0.326086957	0	0	-0.869565217	-0.943396226	0	0.161290323	0.308988764	0	0	0	0	0.308988764	1.2767307	0.308988764	0.308988764	0	4.60185921	-0.326086957	0.308988764	-0.017098193	1.224996068	0.806451613	1.699308756	4.435666785	0	0	1.115440377	0.892857143	0.308988764	0.308988764	0.957843726	1.493558012	0	0.161290323	-0.769230769	0	-0.769230769	-0.808426877	0.037220844	-1.538461538	0.308988764	0.308988764	0.892857143	1.92189199	0	0.161290323	0.161290323	0	0.308988764	0.308988764	0	0.161290323	0.161290323	0.308988764	0.308988764	0	0	-0.869565217	0.308988764	0.308988764	0.308988764	0.308988764	0.308988764	0.308988764	0.470279087	0.412139552	0.806451613	0.806451613	0
KEGG_COMPLEMENT_AND_COAGULATION_CASCADES	-0.909090909	0	-0.769230769	0	0	-2.243631558	0	0	-0.59065934	0	0.178571429	0	0	0	-0.909090909	-1.596601073	0	-0.787671233	0	0	0	-0.869565217	-0.769230769	-0.747800586	0	0	0	0	0	0	0	0.161290323	0	0	0	0.178571429	4.354909826	0.535714286	0	-0.058139535	0	0.185185185	-0.058139535	4.519860125	0	1.087216249	0	0	1.078042328	0	0	0	0	0	0.806451613	0	0	-1.20135708	0.185185185	0	0	0	0	0	0.432098765	0	0	0	0	0.925925926	0.432098765	0	0	0	0	0	0	0	0	0	0	0	-2.508361203	0	0	0	0	0	0
