Herb1	Herb2	Co_ratio	Herb_pair	pValue	Event_ratio	Co_event	Ex_event	Total_event	Co_level	Prob_1to2	Prob_2to1
柴胡	柏子仁	0	柏子仁, 柴胡	0.606814776763853	0/35	0	35	35	0	0	0
柴胡	薤白	0	柴胡, 薤白	0.606814776763853	0/35	0	35	35	0	0	0
常山	栀子	0	常山, 栀子	0.606892503038235	0/27	0	27	27	0	0	0
大腹皮	半夏	0.0444444444444444	半夏, 大腹皮	0.607133906282564	2/43	2	43	45	0	0.4	0.0476190476190476
太子参	半夏	0.0444444444444444	半夏, 太子参	0.607133906282564	2/43	2	43	45	0	0.4	0.0476190476190476
柴胡	白术	0.12962962962963	白术, 柴胡	0.607286896029892	7/47	7	47	54	0	0.25	0.212121212121212
杜仲	枳壳	0	杜仲, 枳壳	0.60848268203171	0/28	0	28	28	0	0	0
泽泻	当归	0.264150943396226	当归, 泽泻	0.61005620062635	28/78	28	78	106	0	0.56	0.333333333333333
黄柏	麦冬	0.0795454545454545	黄柏, 麦冬	0.611199839912919	7/81	7	81	88	0	0.411764705882353	0.0897435897435897
黄芩	紫苏叶	0.0588235294117647	黄芩, 紫苏叶	0.611282790664264	2/32	2	32	34	0	0.0689655172413793	0.285714285714286
黄芩	薏苡仁	0.0588235294117647	黄芩, 薏苡仁	0.611282790664264	2/32	2	32	34	0	0.0689655172413793	0.285714285714286
黄芩	薤白	0.0588235294117647	黄芩, 薤白	0.611282790664264	2/32	2	32	34	0	0.0689655172413793	0.285714285714286
槟榔	石菖蒲	0	槟榔, 石菖蒲	0.611503757413513	0/28	0	28	28	0	0	0
何首乌	防风	0	防风, 何首乌	0.611503757413513	0/28	0	28	28	0	0	0
山楂	防风	0	防风, 山楂	0.611503757413513	0/28	0	28	28	0	0	0
槟榔	防风	0	槟榔, 防风	0.611503757413513	0/28	0	28	28	0	0	0
何首乌	香附	0	何首乌, 香附	0.611503757413513	0/28	0	28	28	0	0	0
山楂	香附	0	山楂, 香附	0.611503757413513	0/28	0	28	28	0	0	0
瓜蒌	香附	0	瓜蒌, 香附	0.611503757413513	0/28	0	28	28	0	0	0
白芷	三七	0.0344827586206897	白芷, 三七	0.612166867723725	2/56	2	56	58	0	0.5	0.0357142857142857
莪术	三七	0.0344827586206897	莪术, 三七	0.612166867723725	2/56	2	56	58	0	0.5	0.0357142857142857
天麻	水蛭	0.0512820512820513	水蛭, 天麻	0.612678894754499	2/37	2	37	39	0	0.333333333333333	0.0571428571428571
猪苓	水蛭	0.0512820512820513	水蛭, 猪苓	0.612678894754499	2/37	2	37	39	0	0.333333333333333	0.0571428571428571
麦冬	桔梗	0.0253164556962025	桔梗, 麦冬	0.613329949844757	2/77	2	77	79	0	0.0256410256410256	0.666666666666667
麦冬	熟地	0.0253164556962025	麦冬, 熟地	0.613329949844757	2/77	2	77	79	0	0.0256410256410256	0.666666666666667
麦冬	葶苈子	0.0253164556962025	麦冬, 葶苈子	0.613329949844757	2/77	2	77	79	0	0.0256410256410256	0.666666666666667
栀子	干姜	0	干姜, 栀子	0.613431473144253	0/28	0	28	28	0	0	0
枸杞子	生姜	0	枸杞子, 生姜	0.61444160460054	0/29	0	29	29	0	0	0
海螵蛸	生姜	0	海螵蛸, 生姜	0.61444160460054	0/29	0	29	29	0	0	0
杏仁	苦参	0	苦参, 杏仁	0.61444160460054	0/29	0	29	29	0	0	0
海螵蛸	苦参	0	海螵蛸, 苦参	0.61444160460054	0/29	0	29	29	0	0	0
决明子	夜交藤	0	决明子, 夜交藤	0.614865252822436	0/30	0	30	30	0	0	0
半枝莲	夜交藤	0	半枝莲, 夜交藤	0.614865252822436	0/30	0	30	30	0	0	0
决明子	白芍	0	白芍, 决明子	0.614865252822436	0/30	0	30	30	0	0	0
半枝莲	白芍	0	白芍, 半枝莲	0.614865252822436	0/30	0	30	30	0	0	0
决明子	肉桂	0	决明子, 肉桂	0.614865252822436	0/30	0	30	30	0	0	0
蒲公英	半夏	0.120689655172414	半夏, 蒲公英	0.61521174974326	7/51	7	51	58	0	0.304347826086957	0.166666666666667
柏子仁	甘草	0.0378787878787879	柏子仁, 甘草	0.616296516186099	5/127	5	127	132	0	0.714285714285714	0.0384615384615385
白及	甘草	0.0378787878787879	白及, 甘草	0.616296516186099	5/127	5	127	132	0	0.714285714285714	0.0384615384615385
罂粟壳	甘草	0.0378787878787879	甘草, 罂粟壳	0.616296516186099	5/127	5	127	132	0	0.714285714285714	0.0384615384615385
薤白	甘草	0.0378787878787879	甘草, 薤白	0.616296516186099	5/127	5	127	132	0	0.714285714285714	0.0384615384615385
煅牡蛎	生地	0.0625	煅牡蛎, 生地	0.617293587752414	2/30	2	30	32	0	0.25	0.0769230769230769
石菖蒲	枳壳	0.0740740740740741	石菖蒲, 枳壳	0.618754338329841	2/25	2	25	27	0	0.166666666666667	0.117647058823529
香附	枳壳	0.0740740740740741	香附, 枳壳	0.618754338329841	2/25	2	25	27	0	0.166666666666667	0.117647058823529
防风	黄柏	0.0740740740740741	防风, 黄柏	0.618754338329841	2/25	2	25	27	0	0.166666666666667	0.117647058823529
人参	大黄	0.0819672131147541	大黄, 人参	0.620745421982906	5/56	5	56	61	0	0.2	0.121951219512195
决明子	丹皮	0.0689655172413793	丹皮, 决明子	0.621605110898043	2/27	2	27	29	0	0.2	0.0952380952380952
决明子	厚朴	0.0689655172413793	厚朴, 决明子	0.621605110898043	2/27	2	27	29	0	0.2	0.0952380952380952
半枝莲	厚朴	0.0689655172413793	半枝莲, 厚朴	0.621605110898043	2/27	2	27	29	0	0.2	0.0952380952380952
杏仁	连翘	0.0714285714285714	连翘, 杏仁	0.621682137847479	2/26	2	26	28	0	0.181818181818182	0.105263157894737
杜仲	连翘	0.0714285714285714	杜仲, 连翘	0.621682137847479	2/26	2	26	28	0	0.181818181818182	0.105263157894737
栀子	槟榔	0.0740740740740741	槟榔, 栀子	0.621784907977458	2/25	2	25	27	0	0.153846153846154	0.125
白芷	当归	0.0352941176470588	白芷, 当归	0.622158516122849	3/82	3	82	85	0	0.75	0.0357142857142857
重楼	当归	0.0352941176470588	当归, 重楼	0.622158516122849	3/82	3	82	85	0	0.75	0.0357142857142857
连翘	野葛根	0.118421052631579	连翘, 野葛根	0.623655284726421	9/67	9	67	76	0	0.473684210526316	0.136363636363636
连翘	茯苓	0.0843373493975904	茯苓, 连翘	0.624250990115389	7/76	7	76	83	0	0.368421052631579	0.0985915492957746
冰片	柏子仁	0.0540540540540541	柏子仁, 冰片	0.627764148033894	2/35	2	35	37	0	0.0625	0.285714285714286
冰片	薤白	0.0540540540540541	冰片, 薤白	0.627764148033894	2/35	2	35	37	0	0.0625	0.285714285714286
丹参	连翘	0.0864197530864197	丹参, 连翘	0.62782815205091	7/74	7	74	81	0	0.101449275362319	0.368421052631579
羌活	决明子	0.0666666666666667	决明子, 羌活	0.629253380324907	2/28	2	28	30	0	0.0909090909090909	0.2
党参	淫羊藿	0.0666666666666667	党参, 淫羊藿	0.629253380324907	2/28	2	28	30	0	0.0909090909090909	0.2
蒺藜	茯苓	0.0135135135135135	茯苓, 蒺藜	0.629910748921061	1/73	1	73	74	0	0.25	0.0140845070422535
柴胡	煅牡蛎	0.0588235294117647	柴胡, 煅牡蛎	0.629943319307156	2/32	2	32	34	0	0.0714285714285714	0.25
枸杞子	夜交藤	0.0689655172413793	枸杞子, 夜交藤	0.63001388621142	2/27	2	27	29	0	0.181818181818182	0.1
海螵蛸	夜交藤	0.0689655172413793	海螵蛸, 夜交藤	0.63001388621142	2/27	2	27	29	0	0.181818181818182	0.1
杏仁	白芍	0.0689655172413793	白芍, 杏仁	0.63001388621142	2/27	2	27	29	0	0.181818181818182	0.1
五味子	川芎	0.35	川芎, 五味子	0.630049770155036	42/78	42	78	120	0	0.6	0.456521739130435
黄连	肉桂	0.099009900990099	黄连, 肉桂	0.630429961322286	10/91	10	91	101	0	0.10989010989011	0.5
连翘	川芎	0.121212121212121	川芎, 连翘	0.631381290947706	12/87	12	87	99	0	0.631578947368421	0.130434782608696
阿胶	五味子	0.0136986301369863	阿胶, 五味子	0.632161611843757	1/72	1	72	73	0	0.25	0.0142857142857143
酸枣仁	茯苓	0.261261261261261	茯苓, 酸枣仁	0.63264981864469	29/82	29	82	111	0	0.420289855072464	0.408450704225352
白及	白术	0.0526315789473684	白及, 白术	0.634125600582143	2/36	2	36	38	0	0.285714285714286	0.0606060606060606
紫苏叶	白术	0.0526315789473684	白术, 紫苏叶	0.634125600582143	2/36	2	36	38	0	0.285714285714286	0.0606060606060606
菊花	白术	0.0526315789473684	白术, 菊花	0.634125600582143	2/36	2	36	38	0	0.285714285714286	0.0606060606060606
冬瓜皮	钩藤	0.0465116279069767	冬瓜皮, 钩藤	0.634180239265342	2/41	2	41	43	0	0.333333333333333	0.0512820512820513
苍术	钩藤	0.0465116279069767	苍术, 钩藤	0.634180239265342	2/41	2	41	43	0	0.333333333333333	0.0512820512820513
常山	槟榔	0.0714285714285714	槟榔, 常山	0.634253537384794	2/26	2	26	28	0	0.142857142857143	0.125
白芷	黄连	0.0326086956521739	白芷, 黄连	0.634641421202113	3/89	3	89	92	0	0.75	0.032967032967033
莪术	黄连	0.0326086956521739	莪术, 黄连	0.634641421202113	3/89	3	89	92	0	0.75	0.032967032967033
白芷	丹参	0.0138888888888889	白芷, 丹参	0.634641421202113	1/71	1	71	72	0	0.25	0.0144927536231884
蒺藜	丹参	0.0138888888888889	丹参, 蒺藜	0.634641421202113	1/71	1	71	72	0	0.25	0.0144927536231884
阿胶	丹参	0.0138888888888889	阿胶, 丹参	0.634641421202113	1/71	1	71	72	0	0.25	0.0144927536231884
麦芽	丹参	0.0138888888888889	丹参, 麦芽	0.634641421202113	1/71	1	71	72	0	0.25	0.0144927536231884
蒺藜	砂仁	0.0138888888888889	蒺藜, 砂仁	0.634641421202113	1/71	1	71	72	0	0.25	0.0144927536231884
莱菔子	酸枣仁	0.0138888888888889	莱菔子, 酸枣仁	0.634641421202113	1/71	1	71	72	0	0.25	0.0144927536231884
蒺藜	酸枣仁	0.0138888888888889	蒺藜, 酸枣仁	0.634641421202113	1/71	1	71	72	0	0.25	0.0144927536231884
麦芽	酸枣仁	0.0138888888888889	麦芽, 酸枣仁	0.634641421202113	1/71	1	71	72	0	0.25	0.0144927536231884
夜交藤	茯苓	0.123456790123457	茯苓, 夜交藤	0.635628005962959	10/71	10	71	81	0	0.5	0.140845070422535
吴茱萸	黄芩	0.0571428571428571	黄芩, 吴茱萸	0.637052092123496	2/33	2	33	35	0	0.25	0.0689655172413793
防风	连翘	0.0689655172413793	防风, 连翘	0.637147236544379	2/27	2	27	29	0	0.166666666666667	0.105263157894737
白芷	川芎	0.032258064516129	白芷, 川芎	0.637347781045061	3/90	3	90	93	0	0.75	0.0326086956521739
莱菔子	川芎	0.032258064516129	川芎, 莱菔子	0.637347781045061	3/90	3	90	93	0	0.75	0.0326086956521739
蒺藜	延胡索	0.0140845070422535	蒺藜, 延胡索	0.637347781045061	1/70	1	70	71	0	0.25	0.0147058823529412
麦芽	延胡索	0.0140845070422535	麦芽, 延胡索	0.637347781045061	1/70	1	70	71	0	0.25	0.0147058823529412
决明子	桂枝	0.0645161290322581	桂枝, 决明子	0.637679439862977	2/29	2	29	31	0	0.2	0.0869565217391304
淫羊藿	蒲公英	0.0645161290322581	蒲公英, 淫羊藿	0.637679439862977	2/29	2	29	31	0	0.2	0.0869565217391304
杏仁	丹皮	0.0666666666666667	丹皮, 杏仁	0.639263539056135	2/28	2	28	30	0	0.181818181818182	0.0952380952380952
枸杞子	丹皮	0.0666666666666667	丹皮, 枸杞子	0.639263539056135	2/28	2	28	30	0	0.181818181818182	0.0952380952380952
黄芩	大黄	0.09375	大黄, 黄芩	0.640145330346415	6/58	6	58	64	0	0.206896551724138	0.146341463414634
川芎	厚朴	0.107843137254902	川芎, 厚朴	0.641707368732668	11/91	11	91	102	0	0.119565217391304	0.523809523809524
大黄	柴胡	0.0952380952380952	柴胡, 大黄	0.642186461541893	6/57	6	57	63	0	0.146341463414634	0.214285714285714
甘草	大黄	0.23021582733813	大黄, 甘草	0.642904786083274	32/107	32	107	139	0	0.246153846153846	0.780487804878049
麦芽	野葛根	0.0144927536231884	麦芽, 野葛根	0.643429427451362	1/68	1	68	69	0	0.25	0.0151515151515152
党参	黄连	0.141414141414141	党参, 黄连	0.643872590389248	14/85	14	85	99	0	0.636363636363636	0.153846153846154
羌活	延胡索	0.0975609756097561	羌活, 延胡索	0.644553088624173	8/74	8	74	82	0	0.363636363636364	0.117647058823529
羌活	木香	0.114285714285714	木香, 羌活	0.64587481141845	12/93	12	93	105	0	0.545454545454545	0.126315789473684
黄连	厚朴	0.131313131313131	厚朴, 黄连	0.646006880307876	13/86	13	86	99	0	0.142857142857143	0.619047619047619
黄柏	常山	0.0689655172413793	常山, 黄柏	0.646476834963514	2/27	2	27	29	0	0.117647058823529	0.142857142857143
苍术	大黄	0.0444444444444444	苍术, 大黄	0.646673977650254	2/43	2	43	45	0	0.333333333333333	0.0487804878048781
白芷	木香	0.03125	白芷, 木香	0.646798781183493	3/93	3	93	96	0	0.75	0.0315789473684211
莪术	木香	0.03125	莪术, 木香	0.646798781183493	3/93	3	93	96	0	0.75	0.0315789473684211
麦芽	木香	0.03125	麦芽, 木香	0.646798781183493	3/93	3	93	96	0	0.75	0.0315789473684211
当归	丹皮	0.105263157894737	丹皮, 当归	0.647518326303186	10/85	10	85	95	0	0.119047619047619	0.476190476190476
香附	白芍	0.0666666666666667	白芍, 香附	0.647847262043817	2/28	2	28	30	0	0.166666666666667	0.1
水蛭	白及	0.05	白及, 水蛭	0.647889904322272	2/38	2	38	40	0	0.0571428571428571	0.285714285714286
水蛭	紫苏叶	0.05	水蛭, 紫苏叶	0.647889904322272	2/38	2	38	40	0	0.0571428571428571	0.285714285714286
太子参	黄芪	0.0267857142857143	黄芪, 太子参	0.648141310970811	3/109	3	109	112	0	0.6	0.0272727272727273
牡蛎	黄芪	0.0267857142857143	黄芪, 牡蛎	0.648141310970811	3/109	3	109	112	0	0.6	0.0272727272727273
土鳖虫	泽泻	0.0377358490566038	土鳖虫, 泽泻	0.648141310970811	2/51	2	51	53	0	0.4	0.04
大腹皮	泽泻	0.0377358490566038	大腹皮, 泽泻	0.648141310970811	2/51	2	51	53	0	0.4	0.04
西洋参	泽泻	0.0377358490566038	西洋参, 泽泻	0.648141310970811	2/51	2	51	53	0	0.4	0.04
紫石英	槟榔	0.0689655172413793	槟榔, 紫石英	0.648389530802897	2/27	2	27	29	0	0.133333333333333	0.125
木香	蒲公英	0.145631067961165	木香, 蒲公英	0.64868752450484	15/88	15	88	103	0	0.157894736842105	0.652173913043478
僵蚕	木香	0.0416666666666667	僵蚕, 木香	0.649062891560522	4/92	4	92	96	0	0.8	0.0421052631578947
土鳖虫	木香	0.0416666666666667	木香, 土鳖虫	0.649062891560522	4/92	4	92	96	0	0.8	0.0421052631578947
羌活	杏仁	0.0645161290322581	羌活, 杏仁	0.649273697787362	2/29	2	29	31	0	0.0909090909090909	0.181818181818182
党参	枸杞子	0.0645161290322581	党参, 枸杞子	0.649273697787362	2/29	2	29	31	0	0.0909090909090909	0.181818181818182
野葛根	大腹皮	0.0142857142857143	大腹皮, 野葛根	0.649524650913732	1/69	1	69	70	0	0.0151515151515152	0.2
蒲公英	川芎	0.116504854368932	川芎, 蒲公英	0.650893603924188	12/91	12	91	103	0	0.521739130434783	0.130434782608696
红花	川芎	0.0210526315789474	川芎, 红花	0.651295943312558	2/93	2	93	95	0	0.4	0.0217391304347826
大腹皮	延胡索	0.0428571428571429	大腹皮, 延胡索	0.651295943312558	3/67	3	67	70	0	0.6	0.0441176470588235
太子参	延胡索	0.0428571428571429	太子参, 延胡索	0.651295943312558	3/67	3	67	70	0	0.6	0.0441176470588235
牡蛎	延胡索	0.0428571428571429	牡蛎, 延胡索	0.651295943312558	3/67	3	67	70	0	0.6	0.0441176470588235
红花	延胡索	0.0428571428571429	红花, 延胡索	0.651295943312558	3/67	3	67	70	0	0.6	0.0441176470588235
生地	泽泻	0.101449275362319	生地, 泽泻	0.652595311765259	7/62	7	62	69	0	0.269230769230769	0.14
僵蚕	黄连	0.0212765957446809	黄连, 僵蚕	0.652597077852437	2/92	2	92	94	0	0.4	0.021978021978022
太子参	黄连	0.0212765957446809	黄连, 太子参	0.652597077852437	2/92	2	92	94	0	0.4	0.021978021978022
西洋参	黄连	0.0212765957446809	黄连, 西洋参	0.652597077852437	2/92	2	92	94	0	0.4	0.021978021978022
大腹皮	丹参	0.0422535211267606	大腹皮, 丹参	0.652597077852437	3/68	3	68	71	0	0.6	0.0434782608695652
大腹皮	砂仁	0.0422535211267606	大腹皮, 砂仁	0.652597077852437	3/68	3	68	71	0	0.6	0.0434782608695652
红花	砂仁	0.0422535211267606	红花, 砂仁	0.652597077852437	3/68	3	68	71	0	0.6	0.0434782608695652
西洋参	砂仁	0.0422535211267606	砂仁, 西洋参	0.652597077852437	3/68	3	68	71	0	0.6	0.0434782608695652
苍术	半夏	0.0434782608695652	半夏, 苍术	0.653263989544869	2/44	2	44	46	0	0.333333333333333	0.0476190476190476
红花	五味子	0.0416666666666667	红花, 五味子	0.654169036776182	3/69	3	69	72	0	0.6	0.0428571428571429
西洋参	五味子	0.0416666666666667	五味子, 西洋参	0.654169036776182	3/69	3	69	72	0	0.6	0.0428571428571429
蒲公英	黄连	0.117647058823529	黄连, 蒲公英	0.654404110691658	12/90	12	90	102	0	0.521739130434783	0.131868131868132
桂枝	砂仁	0.135802469135802	桂枝, 砂仁	0.654404110691658	11/70	11	70	81	0	0.478260869565217	0.159420289855072
茯苓	大腹皮	0.0410958904109589	大腹皮, 茯苓	0.656006785856114	3/70	3	70	73	0	0.0422535211267606	0.6
茯苓	红花	0.0410958904109589	茯苓, 红花	0.656006785856114	3/70	3	70	73	0	0.0422535211267606	0.6
三七	女贞子	0.0166666666666667	女贞子, 三七	0.658159899435975	1/59	1	59	60	0	0.0178571428571429	0.2
三七	牡蛎	0.0166666666666667	牡蛎, 三七	0.658159899435975	1/59	1	59	60	0	0.0178571428571429	0.2
防风	丹皮	0.0645161290322581	丹皮, 防风	0.659292226027393	2/29	2	29	31	0	0.166666666666667	0.0952380952380952
石菖蒲	厚朴	0.0645161290322581	厚朴, 石菖蒲	0.659292226027393	2/29	2	29	31	0	0.166666666666667	0.0952380952380952
防风	厚朴	0.0645161290322581	防风, 厚朴	0.659292226027393	2/29	2	29	31	0	0.166666666666667	0.0952380952380952
陈皮	厚朴	0.0645161290322581	陈皮, 厚朴	0.659292226027393	2/29	2	29	31	0	0.166666666666667	0.0952380952380952
杏仁	桂枝	0.0625	桂枝, 杏仁	0.659901767551381	2/30	2	30	32	0	0.181818181818182	0.0869565217391304
枸杞子	蒲公英	0.0625	枸杞子, 蒲公英	0.659901767551381	2/30	2	30	32	0	0.181818181818182	0.0869565217391304
冰片	煅牡蛎	0.0526315789473684	冰片, 煅牡蛎	0.660782267489338	2/36	2	36	38	0	0.0625	0.25
人参	木香	0.153846153846154	木香, 人参	0.663165783418883	16/88	16	88	104	0	0.64	0.168421052631579
槟榔	山楂	0.0666666666666667	槟榔, 山楂	0.663747229457483	2/28	2	28	30	0	0.125	0.125
三七	猪苓	0.0163934426229508	三七, 猪苓	0.665878869448711	1/60	1	60	61	0	0.0178571428571429	0.166666666666667
三七	玄参	0.0163934426229508	三七, 玄参	0.665878869448711	1/60	1	60	61	0	0.0178571428571429	0.166666666666667
三七	黄精	0.0163934426229508	黄精, 三七	0.665878869448711	1/60	1	60	61	0	0.0178571428571429	0.166666666666667
天麻	泽泻	0.0181818181818182	天麻, 泽泻	0.666301759436834	1/54	1	54	55	0	0.166666666666667	0.02
玄参	泽泻	0.0181818181818182	玄参, 泽泻	0.666301759436834	1/54	1	54	55	0	0.166666666666667	0.02
蝉蜕	泽泻	0.0181818181818182	蝉蜕, 泽泻	0.666301759436834	1/54	1	54	55	0	0.166666666666667	0.02
猪苓	黄芪	0.045045045045045	黄芪, 猪苓	0.666301759436834	5/106	5	106	111	0	0.833333333333333	0.0454545454545455
黄精	黄芪	0.045045045045045	黄精, 黄芪	0.666301759436834	5/106	5	106	111	0	0.833333333333333	0.0454545454545455
栀子	夜交藤	0.0645161290322581	夜交藤, 栀子	0.667477397774482	2/29	2	29	31	0	0.153846153846154	0.1
栀子	白芍	0.0645161290322581	白芍, 栀子	0.667477397774482	2/29	2	29	31	0	0.153846153846154	0.1
青蒿	酸枣仁	0.156626506024096	青蒿, 酸枣仁	0.670795992261363	13/70	13	70	83	0	0.481481481481481	0.188405797101449
羌活	防风	0.0625	防风, 羌活	0.671314459915429	2/30	2	30	32	0	0.0909090909090909	0.166666666666667
党参	陈皮	0.0625	陈皮, 党参	0.671314459915429	2/30	2	30	32	0	0.0909090909090909	0.166666666666667
羌活	陈皮	0.0625	陈皮, 羌活	0.671314459915429	2/30	2	30	32	0	0.0909090909090909	0.166666666666667
羌活	香附	0.0625	羌活, 香附	0.671314459915429	2/30	2	30	32	0	0.0909090909090909	0.166666666666667
生地	延胡索	0.119047619047619	生地, 延胡索	0.672368767412431	10/74	10	74	84	0	0.384615384615385	0.147058823529412
红花	麦冬	0.0375	红花, 麦冬	0.675827820110472	3/77	3	77	80	0	0.6	0.0384615384615385
泽泻	白术	0.121621621621622	白术, 泽泻	0.67597718633953	9/65	9	65	74	0	0.18	0.272727272727273
赤芍	半夏	0.0208333333333333	半夏, 赤芍	0.67690508116681	1/47	1	47	48	0	0.142857142857143	0.0238095238095238
泽泻	罂粟壳	0.0555555555555556	罂粟壳, 泽泻	0.678436240911858	3/51	3	51	54	0	0.06	0.428571428571429
泽泻	薤白	0.0555555555555556	薤白, 泽泻	0.678436240911858	3/51	3	51	54	0	0.06	0.428571428571429
钩藤	柏子仁	0.0454545454545455	柏子仁, 钩藤	0.6785220284453	2/42	2	42	44	0	0.0512820512820513	0.285714285714286
钩藤	薤白	0.0454545454545455	钩藤, 薤白	0.6785220284453	2/42	2	42	44	0	0.0512820512820513	0.285714285714286
大黄	紫苏叶	0.0212765957446809	大黄, 紫苏叶	0.678794525136595	1/46	1	46	47	0	0.024390243902439	0.142857142857143
大黄	薏苡仁	0.0212765957446809	大黄, 薏苡仁	0.678794525136595	1/46	1	46	47	0	0.024390243902439	0.142857142857143
大黄	赤芍	0.0212765957446809	赤芍, 大黄	0.678794525136595	1/46	1	46	47	0	0.024390243902439	0.142857142857143
枳壳	槟榔	0.0645161290322581	槟榔, 枳壳	0.679946907204974	2/29	2	29	31	0	0.117647058823529	0.125
黄柏	槟榔	0.0645161290322581	槟榔, 黄柏	0.679946907204974	2/29	2	29	31	0	0.117647058823529	0.125
枳壳	瓜蒌	0.0645161290322581	瓜蒌, 枳壳	0.679946907204974	2/29	2	29	31	0	0.117647058823529	0.125
吴茱萸	钩藤	0.0217391304347826	钩藤, 吴茱萸	0.680623191658076	1/45	1	45	46	0	0.125	0.0256410256410256
酸枣仁	柴胡	0.127906976744186	柴胡, 酸枣仁	0.680705142995971	11/75	11	75	86	0	0.159420289855072	0.392857142857143
栀子	厚朴	0.0625	厚朴, 栀子	0.680778301863503	2/30	2	30	32	0	0.153846153846154	0.0952380952380952
煅牡蛎	大黄	0.0208333333333333	大黄, 煅牡蛎	0.680893907325245	1/47	1	47	48	0	0.125	0.024390243902439
天麻	麦冬	0.024390243902439	麦冬, 天麻	0.682102120366399	2/80	2	80	82	0	0.333333333333333	0.0256410256410256
猪苓	麦冬	0.024390243902439	麦冬, 猪苓	0.682102120366399	2/80	2	80	82	0	0.333333333333333	0.0256410256410256
杏仁	人参	0.0588235294117647	人参, 杏仁	0.682509059003048	2/32	2	32	34	0	0.181818181818182	0.08
桂枝	防风	0.0606060606060606	防风, 桂枝	0.683764669767117	2/31	2	31	33	0	0.0869565217391304	0.166666666666667
蒲公英	防风	0.0606060606060606	防风, 蒲公英	0.683764669767117	2/31	2	31	33	0	0.0869565217391304	0.166666666666667
桂枝	陈皮	0.0606060606060606	陈皮, 桂枝	0.683764669767117	2/31	2	31	33	0	0.0869565217391304	0.166666666666667
蒲公英	香附	0.0606060606060606	蒲公英, 香附	0.683764669767117	2/31	2	31	33	0	0.0869565217391304	0.166666666666667
冬瓜皮	当归	0.0465116279069767	当归, 冬瓜皮	0.683934088204225	4/82	4	82	86	0	0.666666666666667	0.0476190476190476
天麻	当归	0.0465116279069767	当归, 天麻	0.683934088204225	4/82	4	82	86	0	0.666666666666667	0.0476190476190476
猪苓	当归	0.0465116279069767	当归, 猪苓	0.683934088204225	4/82	4	82	86	0	0.666666666666667	0.0476190476190476
佩兰	木香	0.0306122448979592	木香, 佩兰	0.687552767970013	3/95	3	95	98	0	0.5	0.0315789473684211
猪苓	木香	0.0306122448979592	木香, 猪苓	0.687552767970013	3/95	3	95	98	0	0.5	0.0315789473684211
玄参	木香	0.0306122448979592	木香, 玄参	0.687552767970013	3/95	3	95	98	0	0.5	0.0315789473684211
苍术	木香	0.0306122448979592	苍术, 木香	0.687552767970013	3/95	3	95	98	0	0.5	0.0315789473684211
蝉蜕	木香	0.0306122448979592	蝉蜕, 木香	0.687552767970013	3/95	3	95	98	0	0.5	0.0315789473684211
半枝莲	柴胡	0.0555555555555556	半枝莲, 柴胡	0.687615537276758	2/34	2	34	36	0	0.2	0.0714285714285714
淫羊藿	柴胡	0.0555555555555556	柴胡, 淫羊藿	0.687615537276758	2/34	2	34	36	0	0.2	0.0714285714285714
常山	夜交藤	0.0625	常山, 夜交藤	0.688183933444203	2/30	2	30	32	0	0.142857142857143	0.1
常山	白芍	0.0625	白芍, 常山	0.688183933444203	2/30	2	30	32	0	0.142857142857143	0.1
常山	肉桂	0.0625	常山, 肉桂	0.688183933444203	2/30	2	30	32	0	0.142857142857143	0.1
海螵蛸	黄芩	0.0256410256410256	海螵蛸, 黄芩	0.690479061518387	1/38	1	38	39	0	0.0909090909090909	0.0344827586206897
海螵蛸	柴胡	0.0263157894736842	柴胡, 海螵蛸	0.69073938190399	1/37	1	37	38	0	0.0909090909090909	0.0357142857142857
杏仁	甘草	0.0763358778625954	甘草, 杏仁	0.691154134448554	10/121	10	121	131	0	0.909090909090909	0.0769230769230769
黄芩	半枝莲	0.0263157894736842	半枝莲, 黄芩	0.691165360716795	1/37	1	37	38	0	0.0344827586206897	0.1
黄芩	淫羊藿	0.0263157894736842	黄芩, 淫羊藿	0.691165360716795	1/37	1	37	38	0	0.0344827586206897	0.1
防风	生地	0.027027027027027	防风, 生地	0.692216090010412	1/36	1	36	37	0	0.0833333333333333	0.0384615384615385
青蒿	石菖蒲	0.0263157894736842	青蒿, 石菖蒲	0.692399841598465	1/37	1	37	38	0	0.037037037037037	0.0833333333333333
青蒿	陈皮	0.0263157894736842	陈皮, 青蒿	0.692399841598465	1/37	1	37	38	0	0.037037037037037	0.0833333333333333
干姜	连翘	0.0625	干姜, 连翘	0.693485111679435	2/30	2	30	32	0	0.133333333333333	0.105263157894737
天麻	茯苓	0.0266666666666667	茯苓, 天麻	0.693735073858992	2/73	2	73	75	0	0.333333333333333	0.028169014084507
玄参	茯苓	0.0266666666666667	茯苓, 玄参	0.693735073858992	2/73	2	73	75	0	0.333333333333333	0.028169014084507
栀子	羌活	0.0606060606060606	羌活, 栀子	0.694448295788498	2/31	2	31	33	0	0.153846153846154	0.0909090909090909
栀子	桂枝	0.0285714285714286	桂枝, 栀子	0.694448295788498	1/34	1	34	35	0	0.0769230769230769	0.0434782608695652
常山	蒲公英	0.0277777777777778	常山, 蒲公英	0.694448295788499	1/35	1	35	36	0	0.0714285714285714	0.0434782608695652
党参	常山	0.0285714285714286	常山, 党参	0.694448295788499	1/34	1	34	35	0	0.0454545454545455	0.0714285714285714
